uf,setor_bndes,porte_do_cliente,ano,mean_valor_contratado_reais,mean_valor_desembolsado_reais,mean_juros,mean_prazo_carencia_meses,mean_prazo_amortizacao_meses,mean_num_empregados,mean_emissao_co2,mean_pib
MT,INFRAESTRUTURA,GRANDE,2004,14023135.6,14390814.7,4.2,14.6,92.9,,,
MT,INFRAESTRUTURA,GRANDE,2005,52655808.0,49907435.8,3.4,14.9,110.8,,,
MT,INFRAESTRUTURA,GRANDE,2006,30100000.0,30181818.9,3.8,0.0,70.0,,,
MT,INFRAESTRUTURA,GRANDE,2007,20315939.4,20330141.3,3.4,19.4,122.7,,,
MT,INFRAESTRUTURA,GRANDE,2008,67912082.8,65030651.6,1.7,25.2,139.4,,,
MT,INFRAESTRUTURA,GRANDE,2009,66411311.4,60045401.1,1.7,37.2,157.4,,,
MT,INFRAESTRUTURA,GRANDE,2011,7717647.1,7679705.9,3.3,3.2,125.5,,,
MT,INFRAESTRUTURA,GRANDE,2012,218903044.0,207054506.9,3.4,17.6,96.0,,,
MT,INFRAESTRUTURA,GRANDE,2013,153512935.0,151879133.3,1.7,16.9,171.2,,,
MT,INFRAESTRUTURA,GRANDE,2014,90510153.8,76718537.6,3.1,26.1,95.4,,,
MT,INFRAESTRUTURA,GRANDE,2015,86114485.4,85950218.5,3.2,15.6,42.4,,,
MT,INFRAESTRUTURA,GRANDE,2016,195211428.6,191792554.8,1.9,15.6,228.0,,,
MT,INFRAESTRUTURA,GRANDE,2017,32419857.1,32358160.9,1.9,24.1,202.3,,,
MT,INFRAESTRUTURA,GRANDE,2018,192708007.5,138400503.6,2.2,15.0,149.9,,,
MT,INFRAESTRUTURA,GRANDE,2019,95000000.0,44372000.0,2.9,27.0,258.0,,,
MT,INFRAESTRUTURA,GRANDE,2020,155497000.0,0.0,3.0,46.5,34.0,,,
MT,INFRAESTRUTURA,MÉDIA,2002,12922384.7,10836965.8,2.4,23.8,111.0,,,
MT,INFRAESTRUTURA,MÉDIA,2003,6518117.5,6518026.4,2.4,4.0,111.0,,,
MT,INFRAESTRUTURA,MÉDIA,2004,21391858.7,21378706.6,2.4,22.0,96.0,,,
MT,INFRAESTRUTURA,MÉDIA,2005,18288525.0,17876625.8,3.0,7.0,144.0,,,
MT,INFRAESTRUTURA,MÉDIA,2008,56677850.0,50877580.0,2.2,4.0,144.0,,,
PA,AGROPECUARIA,GRANDE,2007,24942000.0,24810013.6,2.3,79.5,30.0,3645.0,32071042.2,6629751.5
PA,AGROPECUARIA,GRANDE,2009,92394000.0,92398868.4,8.0,12.0,24.0,5111.0,35297054.8,6440989.9
PA,AGROPECUARIA,GRANDE,2012,33378666.6,33478826.7,3.8,84.0,24.0,13248.0,38067590.3,8704452.4
PA,AGROPECUARIA,GRANDE,2013,19242000.0,13938019.4,4.8,96.0,24.0,14057.0,39215901.5,11561633.4
PA,AGROPECUARIA,MICRO,2006,1238900.0,153755.5,0.0,0.0,0.0,18171.0,37178427.8,6862771.4
PA,AGROPECUARIA,MICRO,2018,14293105.0,3760609.6,0.0,0.0,0.0,21893.0,42768090.0,
PA,AGROPECUARIA,MÉDIA,2017,18835139.0,4612669.0,0.0,0.0,0.0,,42543391.6,10248819.7
PA,AGROPECUARIA,MÉDIA,2018,12493011.0,7400300.0,0.0,0.0,0.0,,42768090.0,
PA,INDUSTRIA,GRANDE,2005,20812779.4,21578270.0,4.6,18.0,60.0,20450.0,1209445.0,14531505.5
PA,INDUSTRIA,GRANDE,2007,66666890.9,65999825.9,1.3,21.6,63.6,28435.0,1268754.1,15120116.7
PA,INDUSTRIA,GRANDE,2008,111487098.7,117580203.6,2.1,26.2,75.3,33218.0,1391345.4,19807313.2
PA,INDUSTRIA,GRANDE,2009,85326763.9,61361887.1,2.0,23.6,66.0,32563.0,1245143.5,13792461.5
PA,INDUSTRIA,GRANDE,2010,104741557.4,99583278.9,4.5,28.8,91.2,37052.0,1323219.2,26792382.3
PA,INDUSTRIA,GRANDE,2011,132251597.2,132019964.0,1.2,34.0,63.3,33762.0,1353724.5,31976110.3
PA,INDUSTRIA,GRANDE,2012,14783729.3,14924347.3,2.7,20.4,70.8,36968.0,1363841.5,27786102.2
PA,INDUSTRIA,GRANDE,2013,38808875.0,38317475.5,4.0,28.5,93.0,38090.0,1399668.8,29141573.4
PA,INDUSTRIA,GRANDE,2014,425963258.8,364265190.3,1.3,22.0,76.3,40379.0,1339883.9,24573501.9
PA,INDUSTRIA,GRANDE,2015,38425009.5,29733522.8,1.8,30.0,60.0,40335.0,1212907.5,22758900.4
PA,INFRAESTRUTURA,GRANDE,2002,49385963.6,50236200.6,5.9,17.1,122.1,,,
PA,INFRAESTRUTURA,GRANDE,2004,142462088.9,142632600.2,4.4,14.4,122.9,,,
PA,INFRAESTRUTURA,GRANDE,2005,130000000.0,120500000.0,3.0,24.0,96.0,,,
PA,INFRAESTRUTURA,GRANDE,2006,50784600.0,49912183.0,3.4,5.6,134.4,,,
PA,INFRAESTRUTURA,GRANDE,2007,56341848.4,56434516.0,3.0,15.0,61.0,,,
PA,INFRAESTRUTURA,GRANDE,2008,1992004.9,778233.8,4.1,18.6,240.0,,,
PA,INFRAESTRUTURA,GRANDE,2009,36831353.5,22714288.3,3.1,23.8,69.0,,,
PA,INFRAESTRUTURA,GRANDE,2010,109525144.4,104095153.4,2.4,24.0,96.0,,,
PA,INFRAESTRUTURA,GRANDE,2011,1591042102.7,1591042102.7,4.3,63.3,182.0,,,
PA,INFRAESTRUTURA,GRANDE,2012,1038170550.0,1038184372.1,2.5,46.1,223.4,,,
PA,INFRAESTRUTURA,GRANDE,2013,15500000.0,13221500.0,3.3,3.0,137.0,,,
PA,INFRAESTRUTURA,GRANDE,2014,82006679.3,73188830.4,3.8,11.7,41.0,,,
PA,INFRAESTRUTURA,GRANDE,2015,143865103.7,103984549.7,2.1,27.0,72.0,,,
PA,INFRAESTRUTURA,GRANDE,2016,65684467.9,60990371.0,3.3,14.2,149.0,,,
PA,INFRAESTRUTURA,GRANDE,2018,1341576000.0,1191000000.0,1.8,20.0,88.0,,,
PA,INFRAESTRUTURA,GRANDE,2020,680434000.0,0.0,2.2,57.5,24.5,,,
PA,INFRAESTRUTURA,MÉDIA,2002,17851855.8,17790206.7,6.7,11.2,160.0,,,
PA,INFRAESTRUTURA,MÉDIA,2007,80717000.0,80772028.1,2.3,12.0,120.0,,,
PA,INFRAESTRUTURA,MÉDIA,2010,5471772.4,6432131.2,3.9,45.8,219.0,,,
PA,INFRAESTRUTURA,PEQUENA,2007,380000.0,380000.0,3.5,12.0,60.0,,,
PB,INDUSTRIA,GRANDE,2002,2325382.4,2227222.1,3.9,12.7,52.7,18347.0,582972.0,4225567.0
PB,INDUSTRIA,GRANDE,2005,10350000.0,10383708.8,6.2,12.0,12.0,22826.0,596500.2,4132270.5
PB,INDUSTRIA,GRANDE,2010,3650000.0,2293396.6,0.0,6.0,24.0,33792.0,778535.0,5436505.3
PB,INDUSTRIA,MICRO,2009,473863.0,374902.9,0.0,0.0,0.0,13475.0,678168.1,5205030.7
PB,INFRAESTRUTURA,GRANDE,2002,10205977.9,10225772.2,1.0,19.7,54.0,,,
PB,INFRAESTRUTURA,GRANDE,2004,18287217.5,17003455.5,2.5,20.0,68.0,,,
PB,INFRAESTRUTURA,GRANDE,2006,6425485.3,6461412.4,2.7,18.7,70.0,,,
PB,INFRAESTRUTURA,GRANDE,2008,162097460.0,162129359.3,2.9,6.0,168.0,,,
PB,INFRAESTRUTURA,GRANDE,2011,203343199.0,198819058.0,1.8,0.0,156.0,,,
PB,INFRAESTRUTURA,GRANDE,2013,8414100.0,8170644.4,3.3,2.6,79.6,,,
PB,INFRAESTRUTURA,GRANDE,2014,2579800.0,2579800.0,3.1,10.0,72.0,,,
PB,INFRAESTRUTURA,GRANDE,2017,47236152.9,46270000.0,2.2,4.0,190.3,,,
PB,INFRAESTRUTURA,GRANDE,2019,69725789.5,20603684.2,2.4,40.0,246.0,,,
PB,INFRAESTRUTURA,GRANDE,2020,77485000.0,0.0,3.2,66.0,53.5,,,
PE,AGROPECUARIA,GRANDE,2002,4785712.4,5070751.3,5.2,18.0,54.0,10479.0,5091930.8,3550001.8
PE,AGROPECUARIA,GRANDE,2003,3412104.3,3381852.8,4.0,12.0,72.0,21886.0,5036070.9,3675214.0
PE,AGROPECUARIA,GRANDE,2006,2013326.2,0.0,3.5,5.0,22.0,20691.0,6102453.1,4164232.8
PE,AGROPECUARIA,GRANDE,2009,6974000.0,6974000.0,11.0,12.0,24.0,8785.0,6535714.8,4074866.9
PE,INDUSTRIA,GRANDE,2002,2146123.1,2089955.0,3.8,15.4,66.9,64388.0,200318.9,13521923.0
PE,INDUSTRIA,GRANDE,2003,6067839.6,5972670.2,3.6,6.0,72.0,57868.0,148030.1,11451098.2
PE,INDUSTRIA,GRANDE,2006,729087.5,722878.4,2.0,18.0,42.0,81148.0,201591.6,12201026.5
PE,INDUSTRIA,GRANDE,2007,64422634.4,63945452.9,3.4,51.2,35.5,90937.0,250142.9,12901224.4
PE,INDUSTRIA,GRANDE,2008,67903333.3,69031201.4,2.9,10.0,38.7,98787.0,283786.9,13411199.9
PE,INDUSTRIA,GRANDE,2009,483966758.6,478293498.6,3.0,36.6,78.9,106326.0,301939.3,14603842.3
PE,INDUSTRIA,GRANDE,2010,32640591.2,28926451.8,3.5,32.5,65.0,102940.0,305364.3,18191729.7
PE,INDUSTRIA,GRANDE,2011,112055039.4,110437794.9,2.1,25.1,96.0,104069.0,388547.3,18650089.8
PE,INDUSTRIA,GRANDE,2012,151002857.1,134346235.8,2.5,35.1,100.6,102762.0,452645.0,20423231.5
PE,INDUSTRIA,GRANDE,2013,127942875.0,128534247.2,2.0,36.8,87.8,107716.0,434280.0,20685649.5
PE,INDUSTRIA,GRANDE,2014,9360333.3,7212359.8,4.9,24.0,84.0,109484.0,446609.0,18290896.5
PE,INDUSTRIA,GRANDE,2015,6970129.0,7020754.3,1.6,18.4,53.6,96204.0,340821.8,18444717.5
PE,INDUSTRIA,GRANDE,2016,55943151.6,55874124.4,3.0,39.0,0.0,98000.0,218324.2,18000503.2
PE,INDUSTRIA,GRANDE,2017,32109834.3,32217818.3,2.1,19.6,62.0,96791.0,157352.7,19944762.2
PE,INDUSTRIA,GRANDE,2021,20001973.6,0.0,1.6,24.0,60.0,,,
PE,INDUSTRIA,MÉDIA,2005,2112639.0,2122458.2,3.5,12.0,12.0,,189812.4,12671028.0
PE,INDUSTRIA,MÉDIA,2007,1952500.0,1954496.6,1.8,12.0,78.0,,250142.9,12901224.4
PE,INDUSTRIA,MÉDIA,2018,28590000.0,28590000.0,3.9,24.0,36.0,,95096.8,
PE,INFRAESTRUTURA,GRANDE,2002,26344008.5,26591233.7,1.9,34.9,62.6,,,
PE,INFRAESTRUTURA,GRANDE,2003,2506398.2,2501535.8,4.5,3.0,117.0,,,
PE,INFRAESTRUTURA,GRANDE,2004,87939453.6,91653517.4,4.4,15.5,86.0,,,
PE,INFRAESTRUTURA,GRANDE,2005,10827705.6,6410800.0,5.0,7.0,48.0,,,
PE,INFRAESTRUTURA,GRANDE,2006,25376258.3,24701260.4,3.8,15.5,55.2,,,
PE,INFRAESTRUTURA,GRANDE,2007,9707971.3,9717191.7,2.0,12.0,60.0,,,
PE,INFRAESTRUTURA,GRANDE,2008,50753502.9,26000624.0,2.0,30.0,97.5,,,
PE,INFRAESTRUTURA,GRANDE,2009,109739500.0,105884800.2,2.9,24.0,54.0,,,
PE,INFRAESTRUTURA,GRANDE,2010,47645060.0,42752091.2,3.0,11.4,64.8,,,
PE,INFRAESTRUTURA,GRANDE,2011,63358714.3,42787285.7,3.6,23.7,56.0,,,
PE,INFRAESTRUTURA,GRANDE,2012,31626900.0,31626900.0,2.8,18.0,1.0,,,
PE,INFRAESTRUTURA,GRANDE,2013,86094000.0,65115000.0,2.0,21.2,76.8,,,
PE,INFRAESTRUTURA,GRANDE,2014,102516657.5,101866435.4,2.6,15.6,94.9,,,
PE,INFRAESTRUTURA,GRANDE,2015,46155600.9,55809123.5,2.6,19.0,198.1,,,
PE,INFRAESTRUTURA,GRANDE,2016,39598105.3,37064950.4,4.1,22.2,219.2,,,
PE,INFRAESTRUTURA,GRANDE,2017,30214073.8,30240130.2,1.6,7.3,152.0,,,
PE,INFRAESTRUTURA,GRANDE,2018,92126626.2,56598730.9,2.5,4.5,179.7,,,
PE,INFRAESTRUTURA,GRANDE,2020,358126000.0,0.0,2.2,63.0,44.5,,,
PE,INFRAESTRUTURA,GRANDE,2021,182163500.0,0.0,2.2,21.5,265.5,,,
PE,INFRAESTRUTURA,PEQUENA,2003,500000.0,507939.8,4.0,24.0,72.0,,,
PI,INDUSTRIA,GRANDE,2010,2500000.0,817021.6,0.0,0.0,0.0,8103.0,225782.4,3202753.5
PI,INDUSTRIA,MICRO,2013,1351286.8,1351286.8,0.0,0.0,0.0,10676.0,232935.4,2730605.5
PI,INDUSTRIA,PEQUENA,2005,13418238.0,13510604.6,3.5,24.0,72.0,7330.0,153110.4,1957747.0
PI,INFRAESTRUTURA,GRANDE,2008,25500000.0,25555022.2,2.0,30.0,96.0,,,
PI,INFRAESTRUTURA,GRANDE,2009,15585482.6,15107273.4,2.5,29.3,92.2,,,
PI,INFRAESTRUTURA,GRANDE,2010,200295000.0,177129446.3,4.2,24.0,96.0,,,
PI,INFRAESTRUTURA,GRANDE,2013,29740285.7,29422812.1,1.9,10.0,192.0,,,
PI,INFRAESTRUTURA,GRANDE,2014,59669378.6,59669378.6,2.4,12.9,1.0,,,
PI,INFRAESTRUTURA,GRANDE,2015,128086300.0,128056017.0,1.6,9.1,192.0,,,
PI,INFRAESTRUTURA,GRANDE,2017,17853650.9,17671155.1,4.1,15.5,162.1,,,
PI,INFRAESTRUTURA,GRANDE,2019,403066000.0,380000000.0,2.2,18.0,220.0,,,
PI,INFRAESTRUTURA,GRANDE,2020,416506500.0,0.0,2.0,34.5,227.0,,,
PI,INFRAESTRUTURA,GRANDE,2021,156632375.0,0.0,2.2,21.9,264.4,,,
PI,INFRAESTRUTURA,MÉDIA,2016,28213600.0,28270321.0,2.1,7.0,192.0,,,
PR,AGROPECUARIA,GRANDE,2002,2180369.0,2220521.9,5.0,18.0,54.0,8402.0,27500026.7,16077387.0
PR,AGROPECUARIA,GRANDE,2003,1860000.0,1875651.9,5.0,6.0,60.0,9135.0,29532997.2,20735367.8
PR,AGROPECUARIA,GRANDE,2005,13143400.0,13143400.0,10.8,16.8,96.0,10294.0,27978630.3,14885605.3
PR,AGROPECUARIA,GRANDE,2007,3018000.0,2996451.9,3.4,18.0,54.0,11187.0,27818595.4,16211118.7
PR,AGROPECUARIA,GRANDE,2008,6329401.2,6331611.8,7.8,18.0,81.0,19846.0,27994500.3,19172426.0
PR,AGROPECUARIA,GRANDE,2009,5146281.1,5131095.0,4.4,6.9,56.6,19815.0,28352965.3,15872169.6
PR,AGROPECUARIA,GRANDE,2010,13161500.0,13161500.0,5.6,12.0,99.5,15750.0,28623874.8,17801329.7
PR,AGROPECUARIA,GRANDE,2011,4826431.0,4061313.4,4.4,75.0,43.0,11492.0,28799039.0,19142565.6
PR,AGROPECUARIA,GRANDE,2012,71548867.9,71548867.9,3.9,16.5,64.5,14105.0,28959067.6,19012699.3
PR,AGROPECUARIA,GRANDE,2013,20172196.0,20172196.0,3.6,18.0,54.0,14462.0,29820363.8,23799490.3
PR,AGROPECUARIA,GRANDE,2014,6743000.0,4288295.0,2.6,96.0,24.0,13881.0,29959900.7,21097515.7
PR,AGROPECUARIA,GRANDE,2016,50000000.0,50000000.0,8.8,36.0,84.0,12144.0,31098139.1,21994377.6
PR,AGROPECUARIA,GRANDE,2018,16854000.0,16895680.0,4.8,16.0,96.0,10515.0,30749884.8,
PR,AGROPECUARIA,GRANDE,2019,38627000.0,21206305.0,7.0,36.0,84.0,4514.0,,
PR,AGROPECUARIA,GRANDE,2020,61896500.0,30770032.5,7.5,22.5,109.5,,,
PR,AGROPECUARIA,MICRO,2011,1418000.0,1414434.9,0.0,0.0,0.0,62240.0,28799039.0,19142565.6
PR,AGROPECUARIA,PEQUENA,2017,3801099.7,2736321.9,0.0,0.0,0.0,20023.0,30634486.6,21090136.2
PR,INDUSTRIA,GRANDE,2002,4560218.0,4805577.6,2.5,8.5,57.0,103954.0,1976606.2,44279294.6
PR,INDUSTRIA,GRANDE,2003,3281058.2,2184732.1,4.7,25.1,66.7,116427.0,1939381.0,47124825.2
PR,INDUSTRIA,GRANDE,2004,9052231.0,7997038.2,10.6,30.0,104.6,138486.0,2028647.7,51691036.3
PR,INDUSTRIA,GRANDE,2005,25480528.0,25453179.9,4.2,12.9,32.6,147651.0,2458402.7,48671949.2
PR,INDUSTRIA,GRANDE,2006,109521141.8,108668053.9,4.5,23.8,67.4,162478.0,2414652.4,47812348.7
PR,INDUSTRIA,GRANDE,2007,22463582.6,22344705.1,3.4,18.5,73.4,187181.0,2636198.5,52386128.7
PR,INDUSTRIA,GRANDE,2008,12272360.7,12379831.5,5.0,24.0,72.0,189943.0,2872085.4,51872208.2
PR,INDUSTRIA,GRANDE,2009,23547538.5,23464575.7,5.0,21.2,66.4,199441.0,2791562.5,52548657.6
PR,INDUSTRIA,GRANDE,2010,19033070.8,18988433.0,3.3,19.9,63.0,211900.0,3032622.8,54221391.0
PR,INDUSTRIA,GRANDE,2011,31863071.7,29688644.0,2.7,18.9,64.0,221903.0,3156026.1,57243065.3
PR,INDUSTRIA,GRANDE,2012,23150047.8,18457357.9,3.1,19.6,68.0,216133.0,3043328.3,55567180.1
PR,INDUSTRIA,GRANDE,2013,34936778.5,33757141.3,2.8,20.6,71.6,238702.0,3246688.5,59664365.2
PR,INDUSTRIA,GRANDE,2014,179088177.6,180477536.4,3.7,25.5,80.7,241710.0,3297438.8,55885531.8
PR,INDUSTRIA,GRANDE,2015,27360001.9,22738856.9,5.1,20.7,70.2,226847.0,3242871.3,56975846.9
PR,INDUSTRIA,GRANDE,2016,32273666.7,6577144.2,4.3,28.0,64.0,209978.0,3345180.6,57291251.7
PR,INDUSTRIA,GRANDE,2017,45476416.7,21101426.6,3.1,6.0,50.5,221963.0,3181491.0,56791169.3
PR,INDUSTRIA,GRANDE,2018,43514333.3,34653362.8,5.7,25.0,93.0,223962.0,3246023.0,
PR,INDUSTRIA,GRANDE,2019,1525000000.0,525000000.0,2.2,27.0,123.0,231641.0,,
PR,INDUSTRIA,GRANDE,2020,33436099.4,2001160.8,2.9,29.3,93.3,,,
PR,INDUSTRIA,GRANDE,2021,736446.4,0.0,1.6,3.0,45.0,,,
PR,INDUSTRIA,MICRO,2005,2925491.6,2893003.6,2.5,24.0,48.0,103811.0,2458402.7,48671949.2
PR,INDUSTRIA,MICRO,2010,4003715.4,4003715.3,0.0,0.0,0.0,128347.0,3032622.8,54221391.0
PR,INDUSTRIA,MICRO,2012,645166.9,645166.9,0.0,0.0,0.0,138676.0,3043328.3,55567180.1
PR,INDUSTRIA,MICRO,2013,10500000.0,2268115.0,0.0,0.0,0.0,139488.0,3246688.5,59664365.2
PR,INDUSTRIA,MICRO,2015,2700000.0,2700000.0,0.0,0.0,0.0,139256.0,3242871.3,56975846.9
PR,INDUSTRIA,MÉDIA,2005,5000000.0,5007247.8,9.0,12.0,12.0,,2458402.7,48671949.2
PR,INDUSTRIA,MÉDIA,2014,5500000.0,5520277.4,2.7,24.0,72.0,,3297438.8,55885531.8
PR,INDUSTRIA,MÉDIA,2015,2246866.7,1914825.8,4.3,24.0,88.0,,3242871.3,56975846.9
PR,INDUSTRIA,MÉDIA,2016,1964960.0,1960555.1,1.9,14.4,76.8,,3345180.6,57291251.7
PR,INDUSTRIA,MÉDIA,2017,7676250.0,4442762.8,3.8,15.0,63.0,,3181491.0,56791169.3
PR,INDUSTRIA,MÉDIA,2018,7698200.0,7438727.3,3.2,21.6,88.8,,3246023.0,
PR,INDUSTRIA,MÉDIA,2020,10000000.0,10000000.0,3.2,24.0,60.0,,,
PR,INDUSTRIA,MÉDIA,2021,3333333.4,0.0,4.1,36.0,48.0,,,
PR,INDUSTRIA,PEQUENA,2006,1175870.0,1179276.0,0.0,0.0,0.0,146788.0,2414652.4,47812348.7
PR,INDUSTRIA,PEQUENA,2007,5678750.0,5619679.5,2.4,30.0,66.0,156956.0,2636198.5,52386128.7
PR,INDUSTRIA,PEQUENA,2008,816458.5,873280.6,0.8,18.0,72.0,167890.0,2872085.4,51872208.2
PR,INDUSTRIA,PEQUENA,2009,324130.0,324130.0,0.0,0.0,0.0,166864.0,2791562.5,52548657.6
PR,INDUSTRIA,PEQUENA,2010,725000.0,725000.0,4.0,18.0,72.0,178019.0,3032622.8,54221391.0
PR,INDUSTRIA,PEQUENA,2012,1853000.0,1853000.0,4.2,24.0,84.0,185536.0,3043328.3,55567180.1
PR,INDUSTRIA,PEQUENA,2013,852166.7,852166.7,2.4,21.0,72.0,187817.0,3246688.5,59664365.2
PR,INFRAESTRUTURA,GRANDE,2002,24963510.0,27252827.1,4.6,25.2,88.8,,,
PR,INFRAESTRUTURA,GRANDE,2004,24027444.4,23864747.9,5.3,28.2,60.0,,,
PR,INFRAESTRUTURA,GRANDE,2005,61700777.8,60117515.4,3.9,14.4,129.3,,,
PR,INFRAESTRUTURA,GRANDE,2006,39578962.5,16661008.1,3.4,3.5,123.0,,,
PR,INFRAESTRUTURA,GRANDE,2007,21244489.3,20232523.0,2.2,38.4,118.4,,,
PR,INFRAESTRUTURA,GRANDE,2008,40686539.9,40692668.8,3.7,23.0,96.0,,,
PR,INFRAESTRUTURA,GRANDE,2009,70552174.0,56941488.9,2.2,26.0,122.5,,,
PR,INFRAESTRUTURA,GRANDE,2010,11539267.3,11539267.3,2.3,17.1,78.9,,,
PR,INFRAESTRUTURA,GRANDE,2011,31620886.5,17545789.1,2.6,30.8,125.8,,,
PR,INFRAESTRUTURA,GRANDE,2012,19079829.8,16222230.1,1.6,23.9,126.0,,,
PR,INFRAESTRUTURA,GRANDE,2013,29321497.7,25444661.7,2.3,32.6,71.3,,,
PR,INFRAESTRUTURA,GRANDE,2014,76792133.8,56836550.7,2.4,27.0,90.9,,,
PR,INFRAESTRUTURA,GRANDE,2015,22680080.6,11268618.1,2.4,17.3,131.0,,,
PR,INFRAESTRUTURA,GRANDE,2016,19815255.1,9588829.9,6.1,23.5,139.8,,,
PR,INFRAESTRUTURA,GRANDE,2017,26758666.7,19222458.2,3.6,8.0,105.8,,,
PR,INFRAESTRUTURA,GRANDE,2018,160967750.3,129487990.3,2.6,19.6,150.2,,,
PR,INFRAESTRUTURA,GRANDE,2019,46814721.1,37420345.0,3.6,27.2,135.5,,,
PR,INFRAESTRUTURA,GRANDE,2020,67844248.9,21647931.0,1.7,37.8,212.4,,,
PR,INFRAESTRUTURA,MICRO,2008,974362.6,977374.7,0.0,0.0,0.0,,,
PR,INFRAESTRUTURA,MICRO,2009,605327.3,605521.4,0.0,0.0,0.0,,,
PR,INFRAESTRUTURA,MÉDIA,2012,3390833.3,2963357.6,1.4,18.0,102.0,,,
PR,INFRAESTRUTURA,MÉDIA,2016,6381550.0,0.0,2.1,21.0,114.0,,,
PR,INFRAESTRUTURA,MÉDIA,2018,7330000.0,0.0,6.7,2.0,146.0,,,
PR,INFRAESTRUTURA,MÉDIA,2020,459867.6,459867.6,4.2,23.3,54.4,,,
PR,INFRAESTRUTURA,MÉDIA,2021,648862.5,0.0,4.2,24.0,48.0,,,
PR,INFRAESTRUTURA,PEQUENA,2011,2734185.0,2734185.0,0.0,0.0,0.0,,,
RJ,AGROPECUARIA,GRANDE,2012,65000000.0,65000000.0,6.2,12.0,24.0,513.0,4941013.0,2024277.6
RJ,AGROPECUARIA,GRANDE,2014,9810000.0,9810000.0,4.0,24.0,60.0,1513.0,5266963.3,2095977.6
RJ,AGROPECUARIA,GRANDE,2017,2835811.0,563359.5,0.0,0.0,0.0,686.0,5432180.2,1791069.7
RJ,AGROPECUARIA,MICRO,2012,1147000.0,1147000.0,0.0,0.0,0.0,17369.0,4941013.0,2024277.6
RJ,AGROPECUARIA,MÉDIA,2011,2544000.0,2543999.9,0.0,0.0,0.0,,4891287.2,1971279.9
RJ,AGROPECUARIA,MÉDIA,2012,3263000.0,3263000.0,4.0,24.0,72.0,,4941013.0,2024277.6
RJ,AGROPECUARIA,MÉDIA,2015,11487000.0,6066622.2,0.0,24.0,96.0,,5096090.8,2066742.5
RJ,AGROPECUARIA,PEQUENA,2013,1941777.0,1941777.0,0.0,0.0,0.0,4164.0,5219542.7,1943143.7
RJ,INDUSTRIA,GRANDE,2002,22111956.4,17334533.1,4.0,13.8,66.5,107180.0,6919108.9,82112316.9
RJ,INDUSTRIA,GRANDE,2003,5036287.0,4684273.0,3.6,21.0,147.0,115091.0,7706505.1,83084478.0
RJ,INDUSTRIA,GRANDE,2004,193603500.0,199875721.0,4.0,31.5,63.0,124598.0,8002538.1,93779870.8
RJ,INDUSTRIA,GRANDE,2005,18492809.8,18420222.7,5.8,12.4,37.5,134902.0,7203020.5,107168055.6
RJ,INDUSTRIA,GRANDE,2006,110602174.6,6407547.6,2.7,11.2,57.8,152316.0,6779005.6,119486767.7
RJ,INDUSTRIA,GRANDE,2007,220562031.1,217803313.3,2.3,29.4,75.5,165072.0,6871822.0,111489640.7
RJ,INDUSTRIA,GRANDE,2008,45302210.7,45759387.6,3.1,28.6,44.7,178855.0,7683587.0,126000382.2
RJ,INDUSTRIA,GRANDE,2009,24340588.2,22173858.0,4.2,24.0,57.9,178860.0,6733217.9,101009503.4
RJ,INDUSTRIA,GRANDE,2010,59164639.7,53752851.7,3.4,27.9,36.8,202836.0,9823782.1,113193367.8
RJ,INDUSTRIA,GRANDE,2011,40231903.5,40598644.9,3.0,23.9,63.4,221992.0,14298352.6,125129839.4
RJ,INDUSTRIA,GRANDE,2012,228850655.5,227714710.9,2.3,20.9,60.4,238872.0,13986188.7,136113379.2
RJ,INDUSTRIA,GRANDE,2013,333029203.5,117121075.3,2.6,28.9,65.4,239988.0,13734085.4,129475941.1
RJ,INDUSTRIA,GRANDE,2014,20343039.1,19218833.7,2.2,18.5,58.5,242312.0,7257200.5,126647707.2
RJ,INDUSTRIA,GRANDE,2015,15133026.3,14128775.7,3.0,22.0,55.7,211335.0,7117661.1,90029847.7
RJ,INDUSTRIA,GRANDE,2016,51174000.0,49702468.3,1.6,30.0,60.0,189735.0,6135731.5,62675982.9
RJ,INDUSTRIA,GRANDE,2017,29637554.9,20770135.9,3.6,27.6,68.7,181897.0,6295290.3,64028967.7
RJ,INDUSTRIA,GRANDE,2019,73594900.0,20914046.9,1.7,32.4,37.2,179122.0,,
RJ,INDUSTRIA,MICRO,2013,7632297.0,6345181.3,0.0,0.0,0.0,84096.0,13734085.4,129475941.1
RJ,INDUSTRIA,MICRO,2014,28073460.0,18300211.2,0.0,0.0,0.0,84971.0,7257200.5,126647707.2
RJ,INDUSTRIA,MÉDIA,2005,4290000.0,4293987.7,4.8,18.0,36.0,,7203020.5,107168055.6
RJ,INDUSTRIA,MÉDIA,2006,10417908.5,8345989.8,2.7,12.0,84.0,,6779005.6,119486767.7
RJ,INDUSTRIA,MÉDIA,2007,16500000.0,16505467.4,4.0,12.0,36.0,,6871822.0,111489640.7
RJ,INDUSTRIA,MÉDIA,2008,3000000.0,3000000.0,4.5,36.0,60.0,,7683587.0,126000382.2
RJ,INDUSTRIA,MÉDIA,2009,2500000.0,2500000.0,3.5,24.0,60.0,,6733217.9,101009503.4
RJ,INDUSTRIA,MÉDIA,2010,11646450.0,2937728.4,0.0,0.0,0.0,,9823782.1,113193367.8
RJ,INDUSTRIA,MÉDIA,2011,2514437.5,1942785.2,3.4,24.0,90.0,,14298352.6,125129839.4
