uf,setor_bndes,porte_do_cliente,ano,mean_valor_contratado_reais,mean_valor_desembolsado_reais,mean_juros,mean_prazo_carencia_meses,mean_prazo_amortizacao_meses,mean_num_empregados,mean_emissao_co2,mean_pib
SE,INFRAESTRUTURA,GRANDE,2013,7258022.2,6098421.9,2.9,3.3,70.9,,,
SE,INFRAESTRUTURA,GRANDE,2015,5636685.7,5486641.5,3.6,14.6,54.7,,,
SE,INFRAESTRUTURA,GRANDE,2020,50700000.0,0.0,3.0,46.5,34.0,,,
SE,INFRAESTRUTURA,MICRO,2007,327544.6,328833.0,0.0,0.0,0.0,,,
SE,INFRAESTRUTURA,MICRO,2017,4749793.5,0.0,2.3,13.0,76.0,,,
SE,INFRAESTRUTURA,MÉDIA,2002,4052159.7,1145075.0,1.0,0.0,12.0,,,
SE,INFRAESTRUTURA,MÉDIA,2019,3333333.3,2166666.7,4.1,24.0,36.0,,,
SP,AGROPECUARIA,GRANDE,2003,10450571.4,10260983.8,5.0,14.6,60.9,52790.0,39611474.4,26114816.9
SP,AGROPECUARIA,GRANDE,2004,5683400.0,5688383.4,5.2,21.6,72.0,64817.0,38623647.3,22865495.6
SP,AGROPECUARIA,GRANDE,2006,16271428.6,14041425.5,2.8,34.6,77.1,81988.0,38578118.2,26354041.9
SP,AGROPECUARIA,GRANDE,2007,12669433.0,12661387.3,3.7,20.6,54.9,83495.0,36262271.9,26834551.9
SP,AGROPECUARIA,GRANDE,2009,8402183.6,8288829.6,3.2,18.0,92.6,88396.0,34621954.5,25599122.5
SP,AGROPECUARIA,GRANDE,2010,8075545.5,5173965.3,2.8,77.5,24.0,66781.0,35354940.1,22631448.9
SP,AGROPECUARIA,GRANDE,2011,14941000.0,9883373.2,2.2,84.0,24.0,83735.0,35553654.1,21576039.0
SP,AGROPECUARIA,GRANDE,2012,16943074.1,13690428.0,2.4,35.2,79.4,84896.0,33865703.1,20363353.7
SP,AGROPECUARIA,GRANDE,2013,17561928.5,15197815.1,2.9,20.5,78.3,76128.0,33130991.3,21048661.0
SP,AGROPECUARIA,GRANDE,2014,48276968.8,48276968.8,3.8,18.0,54.0,65272.0,31494798.5,20164562.0
SP,AGROPECUARIA,GRANDE,2015,20016755.5,19565470.4,3.6,34.5,54.0,71715.0,31853303.4,18052265.3
SP,AGROPECUARIA,GRANDE,2016,12004987.4,9676165.2,2.8,39.7,43.4,54677.0,35238709.9,22728496.1
SP,AGROPECUARIA,GRANDE,2017,13060388.5,13064054.2,4.2,17.0,51.0,69228.0,35551465.1,22351283.5
SP,AGROPECUARIA,GRANDE,2018,19282255.1,16146953.1,3.2,22.8,88.8,59319.0,34496589.4,
SP,AGROPECUARIA,MICRO,2006,20468565.0,20524947.6,2.5,36.0,36.0,147511.0,38578118.2,26354041.9
SP,AGROPECUARIA,MICRO,2012,1774959.8,1762625.6,0.0,0.0,0.0,146955.0,33865703.1,20363353.7
SP,AGROPECUARIA,MÉDIA,2017,12333500.0,12339640.0,3.7,24.0,54.0,,35551465.1,22351283.5
SP,AGROPECUARIA,MÉDIA,2018,10000000.0,10000000.0,1.8,24.0,36.0,,34496589.4,
SP,AGROPECUARIA,PEQUENA,2011,3600620.0,3600619.8,0.0,0.0,0.0,74086.0,35553654.1,21576039.0
SP,AGROPECUARIA,PEQUENA,2015,3571028.0,1038104.2,3.9,87.0,36.0,68725.0,31853303.4,18052265.3
SP,AGROPECUARIA,PEQUENA,2018,3251883.6,841030.8,0.0,0.0,0.0,71827.0,34496589.4,
SP,INDUSTRIA,GRANDE,2002,16890884.6,17662919.8,3.3,18.8,57.0,505442.0,12867384.0,224570265.5
SP,INDUSTRIA,GRANDE,2003,8108001.9,8071063.0,3.6,15.7,61.2,525774.0,13477383.3,239147053.5
SP,INDUSTRIA,GRANDE,2004,8923987.9,8939040.4,4.4,15.0,57.5,621570.0,14983842.7,255154297.2
SP,INDUSTRIA,GRANDE,2005,33226625.6,33328504.3,5.1,21.8,32.7,635279.0,14556781.6,265153102.9
SP,INDUSTRIA,GRANDE,2006,24247717.0,21771221.8,2.6,21.3,61.6,707430.0,15628762.8,253805864.2
SP,INDUSTRIA,GRANDE,2007,21750657.1,21350325.7,3.2,19.0,65.9,807752.0,10289340.4,273618466.3
SP,INDUSTRIA,GRANDE,2008,29024978.9,25299169.0,2.8,18.2,72.4,843542.0,9907479.6,274409094.2
SP,INDUSTRIA,GRANDE,2009,30615441.5,28740720.2,3.1,15.0,62.9,826559.0,8459910.1,267458050.5
SP,INDUSTRIA,GRANDE,2010,20931475.4,20389514.3,3.1,16.9,54.1,920209.0,9719339.5,290102478.1
SP,INDUSTRIA,GRANDE,2011,29934844.2,28958540.8,3.5,20.6,76.1,951255.0,9375036.6,281908732.5
SP,INDUSTRIA,GRANDE,2012,16468310.2,15875319.7,2.7,22.3,69.4,933411.0,9626252.9,262191752.1
SP,INDUSTRIA,GRANDE,2013,32985021.3,29715083.7,2.8,19.0,86.3,941342.0,9429179.2,257024760.0
SP,INDUSTRIA,GRANDE,2014,28996390.2,23640335.9,3.1,22.0,57.4,899721.0,8805437.2,252093902.1
SP,INDUSTRIA,GRANDE,2015,19828813.3,12810162.8,2.7,23.6,58.2,809950.0,7683865.4,244589491.8
SP,INDUSTRIA,GRANDE,2016,18343643.5,16970679.1,2.4,20.4,59.0,749834.0,4466224.0,234389938.8
SP,INDUSTRIA,GRANDE,2017,15421495.0,8681151.7,2.7,22.5,61.8,737504.0,4267070.9,231815547.3
SP,INDUSTRIA,GRANDE,2018,43201340.5,33854919.2,3.0,24.6,88.3,734995.0,4173596.8,
SP,INDUSTRIA,GRANDE,2019,31808580.0,17013095.6,2.9,25.7,87.2,741404.0,,
SP,INDUSTRIA,GRANDE,2020,30486404.2,15215597.0,2.3,30.9,91.2,,,
SP,INDUSTRIA,GRANDE,2021,30318513.3,0.0,1.8,11.5,54.1,,,
SP,INDUSTRIA,MICRO,2014,7623000.0,2300000.0,0.0,0.0,0.0,449561.0,8805437.2,252093902.1
SP,INDUSTRIA,MICRO,2015,3718465.0,1981000.0,3.2,15.0,39.0,439741.0,7683865.4,244589491.8
SP,INDUSTRIA,MICRO,2016,12195333.3,12398085.7,1.4,38.0,84.0,425137.0,4466224.0,234389938.8
SP,INDUSTRIA,MICRO,2018,32414000.0,23500000.0,1.2,36.0,144.0,410132.0,4173596.8,
SP,INDUSTRIA,MÉDIA,2002,7250808.0,7625453.5,3.1,24.0,45.0,,12867384.0,224570265.5
SP,INDUSTRIA,MÉDIA,2004,6368092.7,6378810.1,4.5,12.0,52.0,,14983842.7,255154297.2
SP,INDUSTRIA,MÉDIA,2005,5971157.1,4796938.2,5.7,15.3,44.0,,14556781.6,265153102.9
SP,INDUSTRIA,MÉDIA,2006,3898000.0,3934676.3,2.8,12.6,64.2,,15628762.8,253805864.2
SP,INDUSTRIA,MÉDIA,2007,9830000.0,9844318.2,6.3,24.0,84.0,,10289340.4,273618466.3
SP,INDUSTRIA,MÉDIA,2009,5200386.8,4950623.6,2.3,22.0,67.0,,8459910.1,267458050.5
SP,INDUSTRIA,MÉDIA,2011,5769856.0,5700229.0,1.8,16.0,49.3,,9375036.6,281908732.5
SP,INDUSTRIA,MÉDIA,2012,9998746.0,9998746.0,2.4,52.0,144.0,,9626252.9,262191752.1
SP,INDUSTRIA,MÉDIA,2013,4235312.4,3561915.5,2.8,21.0,69.0,,9429179.2,257024760.0
SP,INDUSTRIA,MÉDIA,2014,5393357.1,4360444.0,1.5,11.1,21.3,,8805437.2,252093902.1
SP,INDUSTRIA,MÉDIA,2015,3790018.8,1756370.4,2.6,21.0,60.5,,7683865.4,244589491.8
SP,INDUSTRIA,MÉDIA,2016,2916694.0,2787779.9,1.6,22.8,51.6,,4466224.0,234389938.8
SP,INDUSTRIA,MÉDIA,2017,4875636.4,4788599.4,3.2,22.9,55.2,,4267070.9,231815547.3
SP,INDUSTRIA,MÉDIA,2018,18150044.0,16567319.0,3.0,22.4,75.4,,4173596.8,
SP,INDUSTRIA,MÉDIA,2019,7906376.6,5458025.7,3.2,26.6,98.0,,,
SP,INDUSTRIA,MÉDIA,2020,12021233.0,4109033.0,4.0,27.0,84.1,,,
SP,INDUSTRIA,MÉDIA,2021,5315518.1,0.0,3.5,31.0,125.0,,,
SP,INDUSTRIA,PEQUENA,2006,3000000.0,3011160.9,1.0,15.0,84.0,640188.0,15628762.8,253805864.2
SP,INDUSTRIA,PEQUENA,2007,1478742.5,1480942.9,3.5,0.0,73.0,671909.0,10289340.4,273618466.3
SP,INDUSTRIA,PEQUENA,2008,500000.0,500105.5,1.0,24.0,72.0,699427.0,9907479.6,274409094.2
SP,INDUSTRIA,PEQUENA,2009,1861700.0,1695146.6,2.3,28.0,68.0,689768.0,8459910.1,267458050.5
SP,INDUSTRIA,PEQUENA,2010,1931320.0,1910719.6,1.0,26.0,76.0,727096.0,9719339.5,290102478.1
SP,INDUSTRIA,PEQUENA,2011,1630000.0,1630000.0,3.5,24.0,72.0,733721.0,9375036.6,281908732.5
SP,INDUSTRIA,PEQUENA,2012,2216700.0,2216700.0,2.8,30.0,84.0,734675.0,9626252.9,262191752.1
SP,INDUSTRIA,PEQUENA,2013,1491500.0,1491842.1,1.1,31.5,78.0,724461.0,9429179.2,257024760.0
SP,INDUSTRIA,PEQUENA,2014,1602272.6,1148400.0,4.0,30.0,74.4,700346.0,8805437.2,252093902.1
SP,INDUSTRIA,PEQUENA,2015,2900000.0,1900000.0,6.5,18.0,60.0,647954.0,7683865.4,244589491.8
SP,INDUSTRIA,PEQUENA,2016,97272923.0,97272923.0,0.0,0.0,0.0,609961.0,4466224.0,234389938.8
SP,INFRAESTRUTURA,GRANDE,2002,28019790.3,27664271.5,2.9,26.8,76.2,,,
SP,INFRAESTRUTURA,GRANDE,2003,55964381.8,57833603.5,3.9,18.1,69.6,,,
SP,INFRAESTRUTURA,GRANDE,2004,29598365.6,31236226.4,4.1,14.8,92.1,,,
SP,INFRAESTRUTURA,GRANDE,2005,61944662.5,60332955.8,4.6,18.1,65.6,,,
SP,INFRAESTRUTURA,GRANDE,2006,41324714.7,37034795.7,3.8,23.5,72.5,,,
SP,INFRAESTRUTURA,GRANDE,2007,94190605.6,89759067.1,2.4,19.1,80.6,,,
SP,INFRAESTRUTURA,GRANDE,2008,37910754.5,35385868.9,2.4,21.6,85.4,,,
SP,INFRAESTRUTURA,GRANDE,2009,41794162.8,34660835.1,3.7,15.0,92.4,,,
SP,INFRAESTRUTURA,GRANDE,2010,25187279.4,23493855.1,3.3,19.0,105.1,,,
SP,INFRAESTRUTURA,GRANDE,2011,44141334.2,40463489.5,3.2,17.9,99.6,,,
SP,INFRAESTRUTURA,GRANDE,2012,56319968.5,49698513.0,2.1,20.0,80.4,,,
SP,INFRAESTRUTURA,GRANDE,2013,81778472.5,64877370.5,2.3,31.0,105.0,,,
SP,INFRAESTRUTURA,GRANDE,2014,98705134.0,74991343.9,3.5,17.2,108.9,,,
SP,INFRAESTRUTURA,GRANDE,2015,87357499.1,76660602.6,3.3,13.8,126.4,,,
SP,INFRAESTRUTURA,GRANDE,2016,41118750.0,29427428.5,3.8,15.8,125.8,,,
SP,INFRAESTRUTURA,GRANDE,2017,33675984.4,26987489.9,2.9,6.8,139.7,,,
SP,INFRAESTRUTURA,GRANDE,2018,124216168.9,60674517.8,3.2,31.7,128.2,,,
SP,INFRAESTRUTURA,GRANDE,2019,264664026.2,104919328.7,2.9,24.7,100.0,,,
SP,INFRAESTRUTURA,GRANDE,2020,265901307.8,33312194.2,3.1,42.3,140.0,,,
SP,INFRAESTRUTURA,GRANDE,2021,239366000.0,0.0,4.0,27.0,142.5,,,
SP,INFRAESTRUTURA,MICRO,2002,7063587.0,3128841.4,3.5,0.0,12.0,,,
SP,INFRAESTRUTURA,MICRO,2007,640727.6,608143.9,0.0,0.0,0.0,,,
SP,INFRAESTRUTURA,MICRO,2008,54320.6,54436.6,0.0,0.0,0.0,,,
SP,INFRAESTRUTURA,MICRO,2009,452147.9,444973.4,0.0,0.0,0.0,,,
SP,INFRAESTRUTURA,MICRO,2010,659108.0,360800.3,0.0,0.0,0.0,,,
SP,INFRAESTRUTURA,MICRO,2011,800000.0,798072.2,0.0,0.0,0.0,,,
SP,INFRAESTRUTURA,MICRO,2012,1106500.0,717832.1,0.0,0.0,0.0,,,
SP,INFRAESTRUTURA,MICRO,2013,704665.9,704665.9,0.0,0.0,0.0,,,
SP,INFRAESTRUTURA,MÉDIA,2002,2985615.6,3158526.7,2.0,14.3,42.0,,,
SP,INFRAESTRUTURA,MÉDIA,2003,828600.0,751845.5,5.2,3.0,42.0,,,
SP,INFRAESTRUTURA,MÉDIA,2005,12836846.4,12819325.7,4.6,25.7,85.9,,,
SP,INFRAESTRUTURA,MÉDIA,2009,72482890.0,72492668.2,1.4,13.0,168.0,,,
SP,INFRAESTRUTURA,MÉDIA,2017,24000000.0,0.0,7.3,12.0,168.0,,,
SP,INFRAESTRUTURA,MÉDIA,2018,17000000.0,17026071.9,2.1,12.0,48.0,,,
SP,INFRAESTRUTURA,MÉDIA,2019,6585000.0,0.0,2.0,24.0,1.0,,,
SP,INFRAESTRUTURA,MÉDIA,2020,948240114.7,884573448.1,2.7,10.0,198.7,,,
TO,AGROPECUARIA,GRANDE,2011,3831333.3,3831333.3,2.4,84.0,84.0,0.0,16969411.9,1934147.6
TO,INDUSTRIA,GRANDE,2009,32200600.0,31744739.7,2.3,24.0,60.0,2818.0,48177.9,2333756.0
TO,INDUSTRIA,GRANDE,2011,24617275.0,24827893.2,3.4,38.3,53.7,4062.0,188332.0,2959717.8
TO,INDUSTRIA,GRANDE,2013,11250000.0,11504406.5,4.9,30.8,56.2,5842.0,183798.7,2860466.0
TO,INFRAESTRUTURA,GRANDE,2004,33500000.0,34022337.0,4.5,38.0,53.5,,,
TO,INFRAESTRUTURA,GRANDE,2007,95026475.0,95245297.6,3.2,28.0,168.0,,,
TO,INFRAESTRUTURA,GRANDE,2008,147824244.4,148046312.8,2.2,41.6,200.0,,,
TO,INFRAESTRUTURA,GRANDE,2010,173338250.0,173065350.0,1.2,18.0,173.2,,,
TO,INFRAESTRUTURA,GRANDE,2011,17096000.0,17061000.0,0.9,12.0,139.5,,,
TO,INFRAESTRUTURA,GRANDE,2014,18976000.0,16049428.2,1.8,4.0,72.0,,,
TO,INFRAESTRUTURA,GRANDE,2015,16548510.3,15917827.6,3.7,15.1,54.9,,,
TO,INFRAESTRUTURA,GRANDE,2020,168671000.0,0.0,3.0,12.0,153.0,,,
TO,INFRAESTRUTURA,MICRO,2003,532471.0,559015.1,0.0,0.0,0.0,,,
TO,INFRAESTRUTURA,MÉDIA,2002,3021155.8,3019399.3,1.0,3.0,7.5,,,
TO,INFRAESTRUTURA,MÉDIA,2003,1404139.3,1576560.4,1.0,6.0,24.0,,,
