ano,uf,setor,porte_do_cliente,num_empregados
2002,SE,AGROPECUARIA,PEQUENA,1941
2002,BA,AGROPECUARIA,PEQUENA,12411
2002,MG,AGROPECUARIA,PEQUENA,45684
2002,ES,AGROPECUARIA,PEQUENA,6178
2002,RJ,AGROPECUARIA,PEQUENA,3652
2002,SP,AGROPECUARIA,PEQUENA,62404
2002,PR,AGROPECUARIA,PEQUENA,13344
2002,SC,AGROPECUARIA,PEQUENA,8631
2002,RS,AGROPECUARIA,PEQUENA,13580
2002,MS,AGROPECUARIA,PEQUENA,5893
2002,MT,AGROPECUARIA,PEQUENA,9953
2002,GO,AGROPECUARIA,PEQUENA,6524
2002,DF,AGROPECUARIA,PEQUENA,1139
2019,RO,INDUSTRIA,MEDIA,8522
2019,AC,INDUSTRIA,MEDIA,2837
2019,AM,INDUSTRIA,MEDIA,40635
2019,RR,INDUSTRIA,MEDIA,1080
2019,PA,INDUSTRIA,MEDIA,26954
2019,AP,INDUSTRIA,MEDIA,2062
2019,TO,INDUSTRIA,MEDIA,5046
2019,MA,INDUSTRIA,MEDIA,11229
2019,PI,INDUSTRIA,MEDIA,6508
2019,CE,INDUSTRIA,MEDIA,52875
2019,RN,INDUSTRIA,MEDIA,16375
2019,PB,INDUSTRIA,MEDIA,13627
2019,PE,INDUSTRIA,MEDIA,46627
2019,AL,INDUSTRIA,MEDIA,12289
2019,SE,INDUSTRIA,MEDIA,11275
2019,BA,INDUSTRIA,MEDIA,70038
2019,MG,INDUSTRIA,MEDIA,206169
2019,ES,INDUSTRIA,MEDIA,36776
2019,RJ,INDUSTRIA,MEDIA,112604
2019,SP,INDUSTRIA,MEDIA,703532
2019,PR,INDUSTRIA,MEDIA,154918
2019,SC,INDUSTRIA,MEDIA,181820
2019,RS,INDUSTRIA,MEDIA,184666
2019,MS,INDUSTRIA,MEDIA,27381
2019,MT,INDUSTRIA,MEDIA,24411
2019,GO,INDUSTRIA,MEDIA,48053
2019,DF,INDUSTRIA,MEDIA,8930
2018,RO,INDUSTRIA,MEDIA,9042
2018,AC,INDUSTRIA,MEDIA,2321
2018,AM,INDUSTRIA,MEDIA,37426
2018,RR,INDUSTRIA,MEDIA,1725
2018,PA,INDUSTRIA,MEDIA,26251
2018,AP,INDUSTRIA,MEDIA,1764
2018,TO,INDUSTRIA,MEDIA,4812
2018,MA,INDUSTRIA,MEDIA,13297
2018,PI,INDUSTRIA,MEDIA,6437
2018,CE,INDUSTRIA,MEDIA,47590
2018,RN,INDUSTRIA,MEDIA,15129
2018,PB,INDUSTRIA,MEDIA,14926
2018,PE,INDUSTRIA,MEDIA,44750
2018,AL,INDUSTRIA,MEDIA,10934
2018,SE,INDUSTRIA,MEDIA,11766
2018,BA,INDUSTRIA,MEDIA,66520
2018,MG,INDUSTRIA,MEDIA,201979
2018,ES,INDUSTRIA,MEDIA,36069
2018,RJ,INDUSTRIA,MEDIA,107120
2018,SP,INDUSTRIA,MEDIA,692717
2018,PR,INDUSTRIA,MEDIA,155479
2018,SC,INDUSTRIA,MEDIA,176869
2018,RS,INDUSTRIA,MEDIA,193298
2018,MS,INDUSTRIA,MEDIA,25260
2018,MT,INDUSTRIA,MEDIA,19486
2018,GO,INDUSTRIA,MEDIA,46208
2018,DF,INDUSTRIA,MEDIA,6976
2017,RO,INDUSTRIA,MEDIA,8134
2017,AC,INDUSTRIA,MEDIA,2353
2017,AM,INDUSTRIA,MEDIA,36440
2017,RR,INDUSTRIA,MEDIA,801
2017,PA,INDUSTRIA,MEDIA,26614
2017,AP,INDUSTRIA,MEDIA,1188
2017,TO,INDUSTRIA,MEDIA,6134
2017,MA,INDUSTRIA,MEDIA,13100
2017,PI,INDUSTRIA,MEDIA,5831
2017,CE,INDUSTRIA,MEDIA,45316
2017,RN,INDUSTRIA,MEDIA,14454
2017,PB,INDUSTRIA,MEDIA,16372
2017,PE,INDUSTRIA,MEDIA,43647
2017,AL,INDUSTRIA,MEDIA,10844
2017,SE,INDUSTRIA,MEDIA,10993
2017,BA,INDUSTRIA,MEDIA,65637
2017,MG,INDUSTRIA,MEDIA,194359
2017,ES,INDUSTRIA,MEDIA,33775
2017,RJ,INDUSTRIA,MEDIA,109276
2017,SP,INDUSTRIA,MEDIA,695107
2017,PR,INDUSTRIA,MEDIA,155442
2017,SC,INDUSTRIA,MEDIA,172834
2017,RS,INDUSTRIA,MEDIA,190550
2017,MS,INDUSTRIA,MEDIA,22297
2017,MT,INDUSTRIA,MEDIA,19526
2017,GO,INDUSTRIA,MEDIA,47695
2017,DF,INDUSTRIA,MEDIA,7295
2016,RO,INDUSTRIA,MEDIA,8409
2016,AC,INDUSTRIA,MEDIA,2339
2016,AM,INDUSTRIA,MEDIA,37526
2016,RR,INDUSTRIA,MEDIA,896
2016,PA,INDUSTRIA,MEDIA,25584
2016,AP,INDUSTRIA,MEDIA,1057
2016,TO,INDUSTRIA,MEDIA,5711
2016,MA,INDUSTRIA,MEDIA,12603
2016,PI,INDUSTRIA,MEDIA,6469
2016,CE,INDUSTRIA,MEDIA,49378
2016,RN,INDUSTRIA,MEDIA,15357
2016,PB,INDUSTRIA,MEDIA,17253
2016,PE,INDUSTRIA,MEDIA,41459
2016,AL,INDUSTRIA,MEDIA,8676
2016,SE,INDUSTRIA,MEDIA,12203
2016,BA,INDUSTRIA,MEDIA,66933
2016,MG,INDUSTRIA,MEDIA,188878
2016,ES,INDUSTRIA,MEDIA,32730
2016,RJ,INDUSTRIA,MEDIA,112729
2016,SP,INDUSTRIA,MEDIA,705450
2016,PR,INDUSTRIA,MEDIA,152434
2016,SC,INDUSTRIA,MEDIA,172812
2016,RS,INDUSTRIA,MEDIA,191013
2016,MS,INDUSTRIA,MEDIA,21647
2016,MT,INDUSTRIA,MEDIA,17264
2016,GO,INDUSTRIA,MEDIA,44887
2016,DF,INDUSTRIA,MEDIA,8709
2015,RO,INDUSTRIA,MEDIA,9752
2015,AC,INDUSTRIA,MEDIA,2669
2015,AM,INDUSTRIA,MEDIA,41209
2015,RR,INDUSTRIA,MEDIA,522
2015,PA,INDUSTRIA,MEDIA,29520
2015,AP,INDUSTRIA,MEDIA,1081
2015,TO,INDUSTRIA,MEDIA,6022
2015,MA,INDUSTRIA,MEDIA,12621
2015,PI,INDUSTRIA,MEDIA,6416
2015,CE,INDUSTRIA,MEDIA,56024
2015,RN,INDUSTRIA,MEDIA,17632
2015,PB,INDUSTRIA,MEDIA,18777
2015,PE,INDUSTRIA,MEDIA,45913
2015,AL,INDUSTRIA,MEDIA,8372
2015,SE,INDUSTRIA,MEDIA,14691
2015,BA,INDUSTRIA,MEDIA,71447
2015,MG,INDUSTRIA,MEDIA,196226
2015,ES,INDUSTRIA,MEDIA,32750
2015,RJ,INDUSTRIA,MEDIA,129973
2015,SP,INDUSTRIA,MEDIA,745894
2015,PR,INDUSTRIA,MEDIA,159349
2015,SC,INDUSTRIA,MEDIA,174743
2015,RS,INDUSTRIA,MEDIA,200710
2015,MS,INDUSTRIA,MEDIA,21296
2015,MT,INDUSTRIA,MEDIA,19385
2015,GO,INDUSTRIA,MEDIA,46056
2015,DF,INDUSTRIA,MEDIA,9317
2014,RO,INDUSTRIA,MEDIA,10154
2014,AC,INDUSTRIA,MEDIA,2314
2014,AM,INDUSTRIA,MEDIA,41745
2014,RR,INDUSTRIA,MEDIA,1868
2014,PA,INDUSTRIA,MEDIA,30243
2014,AP,INDUSTRIA,MEDIA,2248
2014,TO,INDUSTRIA,MEDIA,5309
2014,MA,INDUSTRIA,MEDIA,13985
2014,PI,INDUSTRIA,MEDIA,5103
2014,CE,INDUSTRIA,MEDIA,63783
2014,RN,INDUSTRIA,MEDIA,18581
2014,PB,INDUSTRIA,MEDIA,21617
2014,PE,INDUSTRIA,MEDIA,49223
2014,AL,INDUSTRIA,MEDIA,9120
2014,SE,INDUSTRIA,MEDIA,15850
2014,BA,INDUSTRIA,MEDIA,71532
2014,MG,INDUSTRIA,MEDIA,220702
2014,ES,INDUSTRIA,MEDIA,37414
2014,RJ,INDUSTRIA,MEDIA,137390
2014,SP,INDUSTRIA,MEDIA,820152
2014,PR,INDUSTRIA,MEDIA,172376
2014,SC,INDUSTRIA,MEDIA,186452
2014,RS,INDUSTRIA,MEDIA,210918
2014,MS,INDUSTRIA,MEDIA,21943
2014,MT,INDUSTRIA,MEDIA,25016
2014,GO,INDUSTRIA,MEDIA,48425
2014,DF,INDUSTRIA,MEDIA,9694
2013,RO,INDUSTRIA,MEDIA,9439
2013,AC,INDUSTRIA,MEDIA,2794
2013,AM,INDUSTRIA,MEDIA,40728
2013,RR,INDUSTRIA,MEDIA,1193
2013,PA,INDUSTRIA,MEDIA,28636
2013,AP,INDUSTRIA,MEDIA,3019
2013,TO,INDUSTRIA,MEDIA,4030
2013,MA,INDUSTRIA,MEDIA,12833
2013,PI,INDUSTRIA,MEDIA,6644
2013,CE,INDUSTRIA,MEDIA,63504
2013,RN,INDUSTRIA,MEDIA,18159
2013,PB,INDUSTRIA,MEDIA,21047
2013,PE,INDUSTRIA,MEDIA,52075
2013,AL,INDUSTRIA,MEDIA,6741
2013,SE,INDUSTRIA,MEDIA,16396
2013,BA,INDUSTRIA,MEDIA,71235
2013,MG,INDUSTRIA,MEDIA,222499
2013,ES,INDUSTRIA,MEDIA,36485
2013,RJ,INDUSTRIA,MEDIA,135364
2013,SP,INDUSTRIA,MEDIA,845762
2013,PR,INDUSTRIA,MEDIA,177875
2013,SC,INDUSTRIA,MEDIA,183217
2013,RS,INDUSTRIA,MEDIA,215601
2013,MS,INDUSTRIA,MEDIA,25646
2013,MT,INDUSTRIA,MEDIA,23355
2013,GO,INDUSTRIA,MEDIA,51879
2013,DF,INDUSTRIA,MEDIA,8601
2012,RO,INDUSTRIA,MEDIA,7755
2012,AC,INDUSTRIA,MEDIA,2593
2012,AM,INDUSTRIA,MEDIA,38584
2012,RR,INDUSTRIA,MEDIA,2005
2012,PA,INDUSTRIA,MEDIA,27868
2012,AP,INDUSTRIA,MEDIA,2836
2012,TO,INDUSTRIA,MEDIA,4954
2012,MA,INDUSTRIA,MEDIA,13855
2012,PI,INDUSTRIA,MEDIA,5859
2012,CE,INDUSTRIA,MEDIA,62194
2012,RN,INDUSTRIA,MEDIA,18233
2012,PB,INDUSTRIA,MEDIA,20642
2012,PE,INDUSTRIA,MEDIA,48934
2012,AL,INDUSTRIA,MEDIA,7307
2012,SE,INDUSTRIA,MEDIA,14576
2012,BA,INDUSTRIA,MEDIA,73163
2012,MG,INDUSTRIA,MEDIA,214220
2012,ES,INDUSTRIA,MEDIA,35814
2012,RJ,INDUSTRIA,MEDIA,131506
2012,SP,INDUSTRIA,MEDIA,833443
2012,PR,INDUSTRIA,MEDIA,171683
2012,SC,INDUSTRIA,MEDIA,178366
2012,RS,INDUSTRIA,MEDIA,214920
2012,MS,INDUSTRIA,MEDIA,27354
2012,MT,INDUSTRIA,MEDIA,22727
2012,GO,INDUSTRIA,MEDIA,50341
2012,DF,INDUSTRIA,MEDIA,9732
2011,RO,INDUSTRIA,MEDIA,9153
2011,AC,INDUSTRIA,MEDIA,3074
2011,AM,INDUSTRIA,MEDIA,39607
2011,RR,INDUSTRIA,MEDIA,1303
2011,PA,INDUSTRIA,MEDIA,28998
2011,AP,INDUSTRIA,MEDIA,2950
2011,TO,INDUSTRIA,MEDIA,4741
2011,MA,INDUSTRIA,MEDIA,11523
2011,PI,INDUSTRIA,MEDIA,5640
2011,CE,INDUSTRIA,MEDIA,56938
2011,RN,INDUSTRIA,MEDIA,18931
2011,PB,INDUSTRIA,MEDIA,21498
2011,PE,INDUSTRIA,MEDIA,45609
2011,AL,INDUSTRIA,MEDIA,7766
2011,SE,INDUSTRIA,MEDIA,13797
2011,BA,INDUSTRIA,MEDIA,74856
2011,MG,INDUSTRIA,MEDIA,214198
2011,ES,INDUSTRIA,MEDIA,35650
2011,RJ,INDUSTRIA,MEDIA,132848
2011,SP,INDUSTRIA,MEDIA,834259
2011,PR,INDUSTRIA,MEDIA,173638
2011,SC,INDUSTRIA,MEDIA,173063
2011,RS,INDUSTRIA,MEDIA,215479
2011,MS,INDUSTRIA,MEDIA,24955
2011,MT,INDUSTRIA,MEDIA,19065
2011,GO,INDUSTRIA,MEDIA,47768
2011,DF,INDUSTRIA,MEDIA,8413
2010,RO,INDUSTRIA,MEDIA,8179
2010,AC,INDUSTRIA,MEDIA,3317
2010,AM,INDUSTRIA,MEDIA,39709
2010,RR,INDUSTRIA,MEDIA,1552
2010,PA,INDUSTRIA,MEDIA,32110
2010,AP,INDUSTRIA,MEDIA,1751
2010,TO,INDUSTRIA,MEDIA,5136
2010,MA,INDUSTRIA,MEDIA,11954
2010,PI,INDUSTRIA,MEDIA,5324
2010,CE,INDUSTRIA,MEDIA,57508
2010,RN,INDUSTRIA,MEDIA,19372
2010,PB,INDUSTRIA,MEDIA,21026
2010,PE,INDUSTRIA,MEDIA,43915
2010,AL,INDUSTRIA,MEDIA,6590
2010,SE,INDUSTRIA,MEDIA,13857
2010,BA,INDUSTRIA,MEDIA,69826
2010,MG,INDUSTRIA,MEDIA,208767
2010,ES,INDUSTRIA,MEDIA,35223
2010,RJ,INDUSTRIA,MEDIA,128843
2010,SP,INDUSTRIA,MEDIA,829639
2010,PR,INDUSTRIA,MEDIA,172653
2010,SC,INDUSTRIA,MEDIA,165549
2010,RS,INDUSTRIA,MEDIA,218407
2010,MS,INDUSTRIA,MEDIA,23588
2010,MT,INDUSTRIA,MEDIA,19895
2010,GO,INDUSTRIA,MEDIA,44626
2010,DF,INDUSTRIA,MEDIA,6996
2009,RO,INDUSTRIA,MEDIA,6820
2009,AC,INDUSTRIA,MEDIA,2478
2009,AM,INDUSTRIA,MEDIA,34087
2009,RR,INDUSTRIA,MEDIA,1504
2009,PA,INDUSTRIA,MEDIA,29686
2009,AP,INDUSTRIA,MEDIA,1835
2009,TO,INDUSTRIA,MEDIA,3802
2009,MA,INDUSTRIA,MEDIA,12612
2009,PI,INDUSTRIA,MEDIA,5338
2009,CE,INDUSTRIA,MEDIA,51868
2009,RN,INDUSTRIA,MEDIA,15338
2009,PB,INDUSTRIA,MEDIA,19982
2009,PE,INDUSTRIA,MEDIA,40476
2009,AL,INDUSTRIA,MEDIA,6112
2009,SE,INDUSTRIA,MEDIA,12422
2009,BA,INDUSTRIA,MEDIA,61797
2009,MG,INDUSTRIA,MEDIA,192351
2009,ES,INDUSTRIA,MEDIA,32026
2009,RJ,INDUSTRIA,MEDIA,122439
2009,SP,INDUSTRIA,MEDIA,780248
2009,PR,INDUSTRIA,MEDIA,159892
2009,SC,INDUSTRIA,MEDIA,153058
2009,RS,INDUSTRIA,MEDIA,201882
2009,MS,INDUSTRIA,MEDIA,21506
2009,MT,INDUSTRIA,MEDIA,19947
2009,GO,INDUSTRIA,MEDIA,43035
2009,DF,INDUSTRIA,MEDIA,5840
2008,RO,INDUSTRIA,MEDIA,6824
2008,AC,INDUSTRIA,MEDIA,2206
2008,AM,INDUSTRIA,MEDIA,37875
2008,RR,INDUSTRIA,MEDIA,1288
2008,PA,INDUSTRIA,MEDIA,30182
2008,AP,INDUSTRIA,MEDIA,1902
2008,TO,INDUSTRIA,MEDIA,3518
2008,MA,INDUSTRIA,MEDIA,13030
2008,PI,INDUSTRIA,MEDIA,5732
2008,CE,INDUSTRIA,MEDIA,47765
2008,RN,INDUSTRIA,MEDIA,15336
2008,PB,INDUSTRIA,MEDIA,19611
2008,PE,INDUSTRIA,MEDIA,40518
2008,AL,INDUSTRIA,MEDIA,6109
2008,SE,INDUSTRIA,MEDIA,13926
2008,BA,INDUSTRIA,MEDIA,63528
2008,MG,INDUSTRIA,MEDIA,193878
2008,ES,INDUSTRIA,MEDIA,30744
2008,RJ,INDUSTRIA,MEDIA,119433
2008,SP,INDUSTRIA,MEDIA,792451
2008,PR,INDUSTRIA,MEDIA,160998
2008,SC,INDUSTRIA,MEDIA,151335
2008,RS,INDUSTRIA,MEDIA,198440
2008,MS,INDUSTRIA,MEDIA,22337
2008,MT,INDUSTRIA,MEDIA,19990
2008,GO,INDUSTRIA,MEDIA,43604
2008,DF,INDUSTRIA,MEDIA,6747
2007,RO,INDUSTRIA,MEDIA,7115
2007,AC,INDUSTRIA,MEDIA,2328
2007,AM,INDUSTRIA,MEDIA,33996
2007,RR,INDUSTRIA,MEDIA,1513
2007,PA,INDUSTRIA,MEDIA,35918
2007,AP,INDUSTRIA,MEDIA,2388
2007,TO,INDUSTRIA,MEDIA,5859
2007,MA,INDUSTRIA,MEDIA,13335
2007,PI,INDUSTRIA,MEDIA,4847
2007,CE,INDUSTRIA,MEDIA,44064
2007,RN,INDUSTRIA,MEDIA,14889
2007,PB,INDUSTRIA,MEDIA,19943
2007,PE,INDUSTRIA,MEDIA,37466
2007,AL,INDUSTRIA,MEDIA,5383
2007,SE,INDUSTRIA,MEDIA,14609
2007,BA,INDUSTRIA,MEDIA,61140
2007,MG,INDUSTRIA,MEDIA,191610
2007,ES,INDUSTRIA,MEDIA,28675
2007,RJ,INDUSTRIA,MEDIA,111039
2007,SP,INDUSTRIA,MEDIA,773811
2007,PR,INDUSTRIA,MEDIA,156430
2007,SC,INDUSTRIA,MEDIA,146908
2007,RS,INDUSTRIA,MEDIA,203548
2007,MS,INDUSTRIA,MEDIA,21676
2007,MT,INDUSTRIA,MEDIA,19600
2007,GO,INDUSTRIA,MEDIA,42914
2007,DF,INDUSTRIA,MEDIA,6127
2006,RO,INDUSTRIA,MEDIA,6812
2006,AC,INDUSTRIA,MEDIA,2150
2006,AM,INDUSTRIA,MEDIA,32250
2006,RR,INDUSTRIA,MEDIA,1555
2006,PA,INDUSTRIA,MEDIA,36830
2006,AP,INDUSTRIA,MEDIA,2451
2006,TO,INDUSTRIA,MEDIA,4800
2006,MA,INDUSTRIA,MEDIA,11807
2006,PI,INDUSTRIA,MEDIA,5587
2006,CE,INDUSTRIA,MEDIA,43545
2006,RN,INDUSTRIA,MEDIA,14614
2006,PB,INDUSTRIA,MEDIA,19524
2006,PE,INDUSTRIA,MEDIA,36620
2006,AL,INDUSTRIA,MEDIA,5393
2006,SE,INDUSTRIA,MEDIA,14234
2006,BA,INDUSTRIA,MEDIA,55863
2006,MG,INDUSTRIA,MEDIA,190007
2006,ES,INDUSTRIA,MEDIA,28542
2006,RJ,INDUSTRIA,MEDIA,116516
2006,SP,INDUSTRIA,MEDIA,728791
2006,PR,INDUSTRIA,MEDIA,142832
2006,SC,INDUSTRIA,MEDIA,130339
2006,RS,INDUSTRIA,MEDIA,187935
2006,MS,INDUSTRIA,MEDIA,19164
2006,MT,INDUSTRIA,MEDIA,17662
2006,GO,INDUSTRIA,MEDIA,37192
2006,DF,INDUSTRIA,MEDIA,6425
2005,RO,INDUSTRIA,MEDIA,5389
2005,AC,INDUSTRIA,MEDIA,1439
2005,AM,INDUSTRIA,MEDIA,30392
2005,RR,INDUSTRIA,MEDIA,867
2005,PA,INDUSTRIA,MEDIA,32110
2005,AP,INDUSTRIA,MEDIA,2255
2005,TO,INDUSTRIA,MEDIA,3021
2005,MA,INDUSTRIA,MEDIA,9618
2005,PI,INDUSTRIA,MEDIA,5737
2005,CE,INDUSTRIA,MEDIA,40927
2005,RN,INDUSTRIA,MEDIA,13094
2005,PB,INDUSTRIA,MEDIA,18874
2005,PE,INDUSTRIA,MEDIA,34225
2005,AL,INDUSTRIA,MEDIA,5542
2005,SE,INDUSTRIA,MEDIA,15103
2005,BA,INDUSTRIA,MEDIA,50272
2005,MG,INDUSTRIA,MEDIA,175006
2005,ES,INDUSTRIA,MEDIA,26558
2005,RJ,INDUSTRIA,MEDIA,103945
2005,SP,INDUSTRIA,MEDIA,683641
2005,PR,INDUSTRIA,MEDIA,132147
2005,SC,INDUSTRIA,MEDIA,124551
2005,RS,INDUSTRIA,MEDIA,185113
2005,MS,INDUSTRIA,MEDIA,16199
2005,MT,INDUSTRIA,MEDIA,16885
2005,GO,INDUSTRIA,MEDIA,30413
2005,DF,INDUSTRIA,MEDIA,5276
2004,RO,INDUSTRIA,MEDIA,6054
2004,AC,INDUSTRIA,MEDIA,1372
2004,AM,INDUSTRIA,MEDIA,31070
2004,RR,INDUSTRIA,MEDIA,986
2004,PA,INDUSTRIA,MEDIA,31794
2004,AP,INDUSTRIA,MEDIA,1863
2004,TO,INDUSTRIA,MEDIA,2762
2004,MA,INDUSTRIA,MEDIA,9054
2004,PI,INDUSTRIA,MEDIA,6014
2004,CE,INDUSTRIA,MEDIA,36694
2004,RN,INDUSTRIA,MEDIA,12842
2004,PB,INDUSTRIA,MEDIA,16467
2004,PE,INDUSTRIA,MEDIA,32294
2004,AL,INDUSTRIA,MEDIA,6004
2004,SE,INDUSTRIA,MEDIA,12116
2004,BA,INDUSTRIA,MEDIA,51481
2004,MG,INDUSTRIA,MEDIA,173605
2004,ES,INDUSTRIA,MEDIA,23277
2004,RJ,INDUSTRIA,MEDIA,99126
2004,SP,INDUSTRIA,MEDIA,655260
2004,PR,INDUSTRIA,MEDIA,131058
2004,SC,INDUSTRIA,MEDIA,128827
2004,RS,INDUSTRIA,MEDIA,198427
2004,MS,INDUSTRIA,MEDIA,15522
2004,MT,INDUSTRIA,MEDIA,18949
2004,GO,INDUSTRIA,MEDIA,30341
2004,DF,INDUSTRIA,MEDIA,4063
2003,RO,INDUSTRIA,MEDIA,5478
2003,AC,INDUSTRIA,MEDIA,1729
2003,AM,INDUSTRIA,MEDIA,25711
2003,RR,INDUSTRIA,MEDIA,822
2003,PA,INDUSTRIA,MEDIA,28201
2003,AP,INDUSTRIA,MEDIA,1200
2003,TO,INDUSTRIA,MEDIA,2304
2003,MA,INDUSTRIA,MEDIA,8302
2003,PI,INDUSTRIA,MEDIA,5058
2003,CE,INDUSTRIA,MEDIA,34875
2003,RN,INDUSTRIA,MEDIA,11333
2003,PB,INDUSTRIA,MEDIA,15814
2003,PE,INDUSTRIA,MEDIA,30437
2003,AL,INDUSTRIA,MEDIA,5414
2003,SE,INDUSTRIA,MEDIA,11675
2003,BA,INDUSTRIA,MEDIA,48253
2003,MG,INDUSTRIA,MEDIA,155944
2003,ES,INDUSTRIA,MEDIA,21259
2003,RJ,INDUSTRIA,MEDIA,100043
2003,SP,INDUSTRIA,MEDIA,612307
2003,PR,INDUSTRIA,MEDIA,117700
2003,SC,INDUSTRIA,MEDIA,110915
2003,RS,INDUSTRIA,MEDIA,189777
2003,MS,INDUSTRIA,MEDIA,11988
2003,MT,INDUSTRIA,MEDIA,14818
2003,GO,INDUSTRIA,MEDIA,25870
2003,DF,INDUSTRIA,MEDIA,3847
2002,RO,INDUSTRIA,MEDIA,5963
2002,AC,INDUSTRIA,MEDIA,1340
2002,AM,INDUSTRIA,MEDIA,23310
2002,RR,INDUSTRIA,MEDIA,633
2002,PA,INDUSTRIA,MEDIA,26318
2002,AP,INDUSTRIA,MEDIA,1081
2002,TO,INDUSTRIA,MEDIA,2451
2002,MA,INDUSTRIA,MEDIA,7312
2002,PI,INDUSTRIA,MEDIA,6039
2002,CE,INDUSTRIA,MEDIA,34756
2002,RN,INDUSTRIA,MEDIA,12436
2002,PB,INDUSTRIA,MEDIA,17206
2002,PE,INDUSTRIA,MEDIA,30387
2002,AL,INDUSTRIA,MEDIA,6482
2002,SE,INDUSTRIA,MEDIA,11780
2002,BA,INDUSTRIA,MEDIA,42208
2002,MG,INDUSTRIA,MEDIA,154429
2002,ES,INDUSTRIA,MEDIA,19795
2002,RJ,INDUSTRIA,MEDIA,99764
2002,SP,INDUSTRIA,MEDIA,597328
2002,PR,INDUSTRIA,MEDIA,113731
2002,SC,INDUSTRIA,MEDIA,107245
2002,RS,INDUSTRIA,MEDIA,193605
2002,MS,INDUSTRIA,MEDIA,11421
2002,MT,INDUSTRIA,MEDIA,16822
2002,GO,INDUSTRIA,MEDIA,27491
2002,DF,INDUSTRIA,MEDIA,3860
2019,RO,CONSTRUCAO CIVIL,MEDIA,2865
2019,AC,CONSTRUCAO CIVIL,MEDIA,1163
2019,AM,CONSTRUCAO CIVIL,MEDIA,5061
2019,RR,CONSTRUCAO CIVIL,MEDIA,1660
2019,PA,CONSTRUCAO CIVIL,MEDIA,19310
2019,AP,CONSTRUCAO CIVIL,MEDIA,1424
2019,TO,CONSTRUCAO CIVIL,MEDIA,1835
2019,MA,CONSTRUCAO CIVIL,MEDIA,10307
2019,PI,CONSTRUCAO CIVIL,MEDIA,6703
2019,CE,CONSTRUCAO CIVIL,MEDIA,12532
2019,RN,CONSTRUCAO CIVIL,MEDIA,7334
2019,PB,CONSTRUCAO CIVIL,MEDIA,5346
2019,PE,CONSTRUCAO CIVIL,MEDIA,18211
2019,AL,CONSTRUCAO CIVIL,MEDIA,3839
2019,SE,CONSTRUCAO CIVIL,MEDIA,4087
2019,BA,CONSTRUCAO CIVIL,MEDIA,28216
2019,MG,CONSTRUCAO CIVIL,MEDIA,68377
2019,ES,CONSTRUCAO CIVIL,MEDIA,10432
2019,RJ,CONSTRUCAO CIVIL,MEDIA,40502
2019,SP,CONSTRUCAO CIVIL,MEDIA,123292
2019,PR,CONSTRUCAO CIVIL,MEDIA,26414
2019,SC,CONSTRUCAO CIVIL,MEDIA,14077
2019,RS,CONSTRUCAO CIVIL,MEDIA,14815
2019,MS,CONSTRUCAO CIVIL,MEDIA,3471
2019,MT,CONSTRUCAO CIVIL,MEDIA,7865
2019,GO,CONSTRUCAO CIVIL,MEDIA,13868
2019,DF,CONSTRUCAO CIVIL,MEDIA,9925
2018,RO,CONSTRUCAO CIVIL,MEDIA,2508
2018,AC,CONSTRUCAO CIVIL,MEDIA,1344
2018,AM,CONSTRUCAO CIVIL,MEDIA,6580
2018,RR,CONSTRUCAO CIVIL,MEDIA,1968
2018,PA,CONSTRUCAO CIVIL,MEDIA,14709
2018,AP,CONSTRUCAO CIVIL,MEDIA,1257
2018,TO,CONSTRUCAO CIVIL,MEDIA,2165
2018,MA,CONSTRUCAO CIVIL,MEDIA,11871
2018,PI,CONSTRUCAO CIVIL,MEDIA,4624
2018,CE,CONSTRUCAO CIVIL,MEDIA,16086
2018,RN,CONSTRUCAO CIVIL,MEDIA,5914
2018,PB,CONSTRUCAO CIVIL,MEDIA,4788
2018,PE,CONSTRUCAO CIVIL,MEDIA,16359
2018,AL,CONSTRUCAO CIVIL,MEDIA,5318
2018,SE,CONSTRUCAO CIVIL,MEDIA,3464
2018,BA,CONSTRUCAO CIVIL,MEDIA,26103
2018,MG,CONSTRUCAO CIVIL,MEDIA,52405
2018,ES,CONSTRUCAO CIVIL,MEDIA,10618
2018,RJ,CONSTRUCAO CIVIL,MEDIA,37105
2018,SP,CONSTRUCAO CIVIL,MEDIA,123160
2018,PR,CONSTRUCAO CIVIL,MEDIA,22571
2018,SC,CONSTRUCAO CIVIL,MEDIA,14076
2018,RS,CONSTRUCAO CIVIL,MEDIA,15734
2018,MS,CONSTRUCAO CIVIL,MEDIA,3712
2018,MT,CONSTRUCAO CIVIL,MEDIA,6981
2018,GO,CONSTRUCAO CIVIL,MEDIA,14250
2018,DF,CONSTRUCAO CIVIL,MEDIA,10531
2017,RO,CONSTRUCAO CIVIL,MEDIA,3149
2017,AC,CONSTRUCAO CIVIL,MEDIA,1288
2017,AM,CONSTRUCAO CIVIL,MEDIA,6245
2017,RR,CONSTRUCAO CIVIL,MEDIA,1844
2017,PA,CONSTRUCAO CIVIL,MEDIA,19135
2017,AP,CONSTRUCAO CIVIL,MEDIA,1132
2017,TO,CONSTRUCAO CIVIL,MEDIA,3212
2017,MA,CONSTRUCAO CIVIL,MEDIA,11800
2017,PI,CONSTRUCAO CIVIL,MEDIA,6483
2017,CE,CONSTRUCAO CIVIL,MEDIA,14603
2017,RN,CONSTRUCAO CIVIL,MEDIA,6786
