cnpj,uf,produto,fonte_de_recurso_desembolsos,setor_bndes,natureza_do_cliente,tipo_de_garantia,valor_desembolsado_ajustado,processos,prazo_amortizacao_meses,cluster
21.013.833/0001-67,PE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,46786833.0,28.0,192.0,1
21.013.854/0001-82,PE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,65049606.0,3.0,192.0,1
21.013.880/0001-00,PE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,42400119.0,8.0,192.0,1
21.013.968/0001-22,PE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,59215706.0,4.0,192.0,1
21.013.993/0001-06,PE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,70166218.0,6.0,192.0,1
21.014.004/0001-07,PE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,70087006.0,8.0,188.0,1
21.014.090/0001-40,PE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,64318720.0,1.0,192.0,1
21.014.134/0001-31,PE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,62856216.0,11.0,192.0,1
21.180.700/0001-85,SC,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,13248841.0,71.0,204.0,1
21.255.567/0001-89,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,38932236.0,612.0,8.0,2
21.408.723/0001-02,BA,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,426566895.0,17.0,1.0,0
21.479.982/0001-16,PI,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,39498585.0,3.0,167.5,1
21.480.026/0001-54,PI,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,42824883.0,1.0,167.5,1
21.480.051/0001-38,PI,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,31172443.0,2.0,167.5,1
21.480.086/0001-77,PI,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,42614891.0,2.0,159.0,1
21.480.328/0001-22,PI,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,39677131.0,2.0,167.5,1
21.540.697/0001-63,PB,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,224840892.0,14.0,190.28571428571428,1
21.541.973/0001-08,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,43348184.0,1.0,192.0,1
21.543.971/0001-58,BA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,57089466.0,1.0,192.0,1
21.543.994/0001-62,BA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,37846304.0,1.0,192.0,1
21.544.025/0001-26,BA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,57289769.0,1.0,192.0,1
21.544.060/0001-45,BA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,50477305.0,1.0,192.0,1
21.544.084/0001-02,BA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,29001698.0,1.0,188.0,1
21.544.129/0001-30,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,64798614.0,1.0,192.0,1
21.544.159/0001-47,BA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,64269277.0,1.0,192.0,1
21.544.216/0001-98,BA,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,37495963.0,1.0,192.0,1
21.544.255/0001-95,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,61289746.0,1.0,192.0,1
21.552.886/0001-56,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,177691028.0,33.0,192.0,1
21.553.603/0001-90,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,15244370.0,1.0,192.0,1
21.553.640/0001-07,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,65096108.0,2.0,192.0,1
21.556.441/0001-44,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,64983450.0,1.0,192.0,1
21.599.114/0001-70,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,65421438.0,33.0,192.0,1
21.716.502/0001-93,PI,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,82979212.0,1.0,184.0,1
21.752.910/0001-09,MG,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,REAL / PESSOAL,13540638.0,65.0,24.0,2
21.784.307/0001-09,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,59550919.0,2.0,174.33333333333334,1
21.784.311/0001-69,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,59550919.0,2.0,174.33333333333334,1
21.784.326/0001-27,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,60443477.0,2.0,175.75,1
21.840.567/0001-46,PI,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,82907584.0,1.0,184.0,1
21.840.617/0001-95,PI,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,81377614.0,1.0,184.0,1
21.868.992/0001-43,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,97177109.0,8.0,192.0,1
21.869.008/0001-69,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,90509604.0,7.0,192.0,1
21.869.030/0001-09,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,60747059.0,6.0,192.0,1
21.869.347/0001-45,PI,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,80804305.0,1.0,192.0,1
21.877.676/0001-38,PI,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,80785812.0,1.0,192.0,1
