cnpj,uf,produto,fonte_de_recurso_desembolsos,setor_bndes,natureza_do_cliente,tipo_de_garantia,valor_desembolsado_ajustado,processos,prazo_amortizacao_meses,cluster
06.306.660/0001-81,RJ,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,PESSOAL,37862682.0,51.0,181.0,1
06.307.102/0001-30,MA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",11468451.0,10624.0,84.0,2
06.315.183/0001-10,MS,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,89946898.0,1.0,135.0,1
06.315.338/0001-19,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"REAL / PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",819000028.0,2210.0,80.47826086956522,0
06.340.397/0001-47,PR,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,67132791.0,20.0,126.33333333333333,1
06.345.926/0001-03,SC,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,7856220.0,1.0,60.0,2
06.553.481/0001-49,PI,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO ESTADUAL,REAL,711255562.0,10624.0,90.16666666666667,0
06.554.869/0001-64,PI,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",28741182.0,5363.0,96.0,2
06.635.659/0001-09,PR,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,273086213.0,1.0,73.0909090909091,1
06.730.693/0001-54,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,189840004.0,363.0,60.0,0
06.789.993/0001-09,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,21956469.0,34.0,48.333333333333336,2
06.793.964/0001-10,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,68585828.0,11.0,168.0,1
06.814.778/0001-10,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,90076670.0,16.0,168.0,1
06.840.748/0001-89,PI,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,225413878.0,10624.0,220.0,0
06.941.602/0001-20,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,120006426.0,12.0,168.0,1
06.976.406/0001-90,SP,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,140421423.0,28.0,168.0,1
06.976.417/0001-70,SP,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,155557602.0,1.0,168.0,1
06.981.176/0001-58,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,PESSOAL,134738630.0,6424.0,192.0,0
06.981.180/0001-16,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,PESSOAL,11056798.0,10624.0,72.0,2
06.981.660/0001-87,MS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,100829511.0,15.0,96.0,1
06.982.741/0001-00,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,109854921.0,45.0,144.0,1
06.982.746/0001-24,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,81304578.0,16.0,144.0,1
06.982.752/0001-81,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,123120354.0,55.0,144.0,1
07.003.112/0001-45,PR,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,DEFINIDA PELO AGENTE FINANCEIRO,87857608.0,2.0,144.0,1
07.004.149/0001-98,SC,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,71527567.0,13.0,163.2,1
07.004.980/0001-40,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,25684267.0,72.0,91.5,2
07.005.330/0001-19,RJ,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,1414420135.0,789.0,115.11111111111111,0
07.018.663/0001-82,RS,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,18644461.0,3.0,108.0,1
07.024.787/0001-70,SP,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,111439652.0,7376.0,79.2,0
07.024.792/0001-83,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,289979844.0,4533.0,79.875,0
07.032.886/0001-02,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,22828478.0,2.0,120.0,1
07.037.123/0001-46,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,110340129.0,1976.0,102.0,0
07.040.108/0001-57,CE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,"COMPROMISSO DE DESEMPENHO FINANCEIRO ('COVENANTS') / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",149337489.0,3565.0,90.0,0
07.047.251/0001-70,CE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,957539389.0,5928.0,60.65853658536585,0
07.056.656/0001-75,PR,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,37576698.0,7.0,60.0,2
07.058.238/0001-17,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,100179199.0,23.0,131.5,1
07.058.327/0001-63,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,92747965.0,1.0,143.25,1
07.060.739/0001-38,GO,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,67549064.0,15.0,143.0,1
07.060.755/0001-20,GO,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,107038872.0,32.0,144.0,1
07.063.914/0001-40,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,71823896.0,39.0,144.0,1
07.063.921/0001-42,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,84452731.0,13.0,144.0,1
07.063.924/0001-86,ES,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,16639086.0,8.0,144.0,1
07.063.930/0001-33,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,73443045.0,12.0,144.0,1
07.063.934/0001-11,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,55688355.0,21.0,144.0,1
07.063.938/0001-08,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,99675646.0,88.0,144.0,1
07.063.976/0001-52,ES,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,98604188.0,62.0,144.0,1
07.063.991/0001-09,BA,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL,306982460.0,349.0,108.0,0
07.070.850/0001-05,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,PESSOAL,27017580.0,9.0,144.0,1
07.072.909/0001-02,PA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,238924467.0,14.0,144.0,1
07.079.511/0001-90,PE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,442785774.0,15.0,120.0,1
07.080.388/0001-27,BA,BNDES LIMITE DE CRÉDITO,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,17567970.0,1.0,60.0,2
07.081.291/0001-39,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,169593128.0,41.0,144.0,1
07.081.467/0001-52,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,619099976.0,35.0,144.0,0
07.083.477/0001-27,GO,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,106600874.0,16.0,144.0,1
07.084.117/0001-40,MS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,102240632.0,155.0,91.2,0
07.085.695/0001-09,RJ,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,"PESSOAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",20066525.0,138.0,84.0,2
07.089.298/0001-05,TO,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,806884776.0,115.0,168.0,0
07.091.059/0001-81,RN,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,100143205.0,4.0,96.5,1
07.094.315/0001-94,RS,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,105267492.0,53.0,168.0,1
07.094.597/0001-20,RS,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,95083990.0,88.0,168.0,1
07.109.461/0001-46,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,8147903.0,1.0,60.0,2
07.113.175/0001-54,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,14185211.0,13.0,72.0,2
07.114.999/0001-49,IE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,89170950.0,1.0,111.0,1
07.130.855/0001-86,GO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,121739566.0,432.0,96.0,0
07.139.972/0001-00,AM,BNDES EMPRÉSTIMO PONTE,RECURSOS VINCULADOS,INFRAESTRUTURA,PÚBLICA INDIRETA,REAL,1075326412.0,8.0,1.0,0
07.153.003/0001-04,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,43296786.0,8.0,148.8,1
07.171.021/0001-19,SC,BNDES FINEM,RECURSOS VINCULADOS,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,295444992.0,382.0,125.38461538461539,0
07.175.725/0001-60,SC,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,1414420135.0,6476.0,56.59090909090909,0
07.176.917/0001-90,IE,BNDES FINEM,RECURSOS VINCULADOS,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,50465435.0,1.0,111.0,1
07.191.820/0001-57,SP,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,PESSOAL,10191661.0,1.0,24.0,2
07.196.033/0001-06,IE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,58763638.0,3913.0,60.0,2
07.203.615/0001-64,CE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,8092811.0,95.0,12.0,2
07.206.816/0001-15,BA,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,375488661.0,6439.0,68.16666666666667,0
07.239.626/0001-02,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,105917981.0,3.0,106.5,1
07.264.588/0001-30,RS,BNDES PROJECT FINANCE,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,75246242.0,115.0,144.0,1
07.272.615/0001-16,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,400160776.0,56.0,168.0,1
07.272.656/0001-02,SP,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",578126780.0,2.0,21.0,0
07.280.328/0001-58,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,155727092.0,942.0,83.33333333333333,0
07.282.377/0001-20,SE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,19106092.0,4240.0,56.0,2
07.295.604/0001-51,ES,BNDES EMPRÉSTIMO PONTE,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",1414420135.0,1.0,11.333333333333334,0
07.297.359/0001-11,SE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,11458013.0,1307.0,56.0,2
07.298.800/0001-80,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,373043300.0,1.0,94.14285714285714,1
07.300.906/0001-70,GO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,48259885.0,139.0,88.0,2
07.310.273/0001-81,PR,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,29450999.0,1.0,108.0,1
07.310.275/0001-70,IE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,87043716.0,1.0,111.0,1
07.316.968/0001-70,BA,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,73629480.0,5.0,86.4,1
07.322.382/0001-19,RS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,60495444.0,297.0,65.0,2
07.324.885/0001-23,IE,BNDES FINEM,RECURSOS VINCULADOS,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,50374746.0,1.0,96.0,1
07.328.431/0001-20,SC,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,53556417.0,43.0,144.0,1
07.332.190/0001-93,IE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,150768799.0,6039.0,66.0,0
07.358.761/0001-69,IE,BNDES LIMITE DE CRÉDITO,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,1414420135.0,1.0,65.4,1
07.359.641/0001-86,IE,BNDES LIMITE DE CRÉDITO,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,76318799.0,788.0,60.0,2
07.398.533/0001-12,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,91286391.0,845.0,81.0,0
07.401.436/0001-31,MS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,1414420135.0,2485.0,76.8,0
07.442.711/0001-65,SC,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,7856220.0,1.0,48.0,2
07.455.944/0001-00,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,59460888.0,1.0,84.0,1
07.459.492/0001-27,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,65414301.0,67.0,86.8,2
07.470.931/0001-00,GO,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,49567152.0,3.0,108.0,1
07.488.680/0001-83,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,203280602.0,86.0,96.0,0
07.512.519/0001-06,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,108307122.0,10.0,168.0,1
07.521.328/0001-00,PA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,16154883.0,73.0,240.0,1
07.522.669/0001-92,DF,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PÚBLICA INDIRETA,DEFINIDA PELO AGENTE FINANCEIRO,76639052.0,4917.0,86.33333333333333,0
07.526.557/0001-00,IE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,1414420135.0,10624.0,47.6,0
07.565.497/0001-34,CE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,287714689.0,1.0,132.6,1
07.567.556/0001-03,MS,BNDES PROJECT FINANCE,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,45498071.0,1.0,144.0,1
07.575.651/0001-59,RJ,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,108628657.0,10624.0,60.0,0
07.598.634/0001-37,CE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",15993419.0,777.0,84.0,2
07.647.780/0001-05,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,77349433.0,70.0,134.5,1
07.647.793/0001-84,RS,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,77591546.0,101.0,134.5,1
07.655.513/0001-80,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,97640017.0,37.0,120.0,1
07.655.514/0001-24,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,176743586.0,1.0,119.0,1
07.655.516/0001-13,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,76010998.0,32.0,120.0,1
07.655.520/0001-81,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,90876851.0,45.0,120.0,1
07.655.521/0001-26,MT,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,95046306.0,41.0,120.0,1
07.663.140/0001-99,IE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,92028160.0,1878.0,60.0,0
07.671.092/0001-80,CE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,68140740.0,447.0,1.0,2
07.674.341/0001-91,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,159039377.0,590.0,73.6,0
07.689.002/0001-89,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL,1414420135.0,4073.0,62.57142857142857,0
07.693.890/0001-03,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,83605677.0,18.0,123.0,1
07.699.082/0001-53,PE,BNDES FINEM,RECURSOS VINCULADOS,INDUSTRIA,PRIVADA             ,"REAL / OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",1414420135.0,13.0,30.914893617021278,0
07.727.966/0001-74,GO,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,636615348.0,73.0,98.5,0
07.728.746/0001-65,SP,BNDES FINEM,RECURSOS LIVRES,AGROPECUARIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,71435788.0,472.0,96.0,0
07.729.519/0001-54,RS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,7856220.0,8.0,55.0,2
07.743.815/0001-00,RS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,7856220.0,3.0,55.0,2
07.752.818/0001-00,SC,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,148424895.0,22.0,168.0,1
07.762.066/0001-68,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,467151693.0,34.0,168.0,1
07.777.342/0001-61,BA,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,98458313.0,105.0,144.0,1
07.783.055/0001-64,MG,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,219404350.0,52.0,187.0,1
07.799.081/0001-80,IE,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,422073718.0,24.0,144.0,1
07.799.995/0001-41,MG,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,216503289.0,1.0,192.0,1
07.823.304/0001-06,RS,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,196493974.0,282.0,192.0,0
07.830.192/0001-02,SP,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,46878712.0,1.0,72.0,2
07.835.806/0001-49,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,93015873.0,4.0,166.33333333333334,1
07.836.421/0001-04,GO,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,147554942.0,25.0,168.0,1
07.854.155/0001-34,AP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,91554921.0,315.0,66.0,0
07.861.782/0001-00,SP,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,83389539.0,213.0,96.0,0
07.864.634/0001-31,RJ,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,1414420135.0,489.0,198.34666666666666,0
07.869.893/0001-55,PB,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL,177384468.0,8.0,168.0,1
07.895.728/0001-78,MS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,313361407.0,1492.0,85.5,0
07.903.169/0001-09,MS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,584083506.0,3077.0,93.07692307692308,0
07.914.230/0001-05,MS,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,148641308.0,3809.0,96.0,0
07.921.085/0001-90,GO,BNDES PROJECT FINANCE,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,69050722.0,1.0,144.0,1
07.925.741/0001-22,RJ,BNDES FINEM,RECURSOS VINCULADOS,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,1414420135.0,16.0,212.5,1
07.930.999/0001-17,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,140761594.0,80.0,91.33333333333333,0
07.933.461/0001-66,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,PESSOAL,39712818.0,1.0,72.0,1
07.941.763/0001-86,SP,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,REAL / PESSOAL,86718485.0,1.0,78.0,1
07.953.660/0001-36,IE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,73088324.0,13.0,168.0,1
07.954.480/0001-79,CE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO ESTADUAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",1414420135.0,1.0,122.76923076923077,1
07.954.605/0001-60,CE,BNDES FINEM,RECURSOS LIVRES,INFRAESTRUTURA,ADMINISTRAÇÃO PÚBLICA DIRETA - GOVERNO MUNICIPAL,"OUTRA, DE NATUREZA ESPECÍFICA OU MISTA",144179904.0,10624.0,136.8,0
07.957.149/0001-02,MG,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,DEFINIDA PELO AGENTE FINANCEIRO,515586553.0,343.0,106.0,0
07.966.116/0001-29,GO,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,REAL / PESSOAL,83039354.0,97.0,99.0,0
07.986.997/0001-40,PE,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PÚBLICA INDIRETA,REAL / PESSOAL,1414420135.0,649.0,95.66666666666667,0
08.039.919/0001-09,RN,BNDES FINEM,RECURSOS LIVRES,INDUSTRIA,PRIVADA             ,PESSOAL,7856220.0,1.0,12.0,2
